Time (CET/CEST),Day-ahead Total Load Forecast [MW],Actual Total Load [MW]
11.11.2015 06:45 - 11.11.2015 07:00,69733,73514
11.11.2015 07:00 - 11.11.2015 07:15,72550,75746
11.11.2015 07:15 - 11.11.2015 07:30,72333,76498
11.11.2015 07:30 - 11.11.2015 07:45,73463,77217
11.11.2015 07:45 - 11.11.2015 08:00,73947,77714
11.11.2015 08:00 - 11.11.2015 08:15,75366,78191
11.11.2015 08:15 - 11.11.2015 08:30,75532,78808
11.11.2015 08:30 - 11.11.2015 08:45,75471,79029
11.11.2015 08:45 - 11.11.2015 09:00,75729,79136
11.11.2015 09:00 - 11.11.2015 09:15,75408,78931
11.11.2015 09:15 - 11.11.2015 09:30,75806,79187
11.11.2015 09:30 - 11.11.2015 09:45,76438,79648
11.11.2015 09:45 - 11.11.2015 10:00,76393,79612
11.11.2015 10:00 - 11.11.2015 10:15,76699,80144
11.11.2015 10:15 - 11.11.2015 10:30,76681,80226
11.11.2015 10:30 - 11.11.2015 10:45,77260,80413
11.11.2015 10:45 - 11.11.2015 11:00,77402,80761
11.11.2015 11:00 - 11.11.2015 11:15,77264,80781
11.11.2015 11:15 - 11.11.2015 11:30,78614,81011
11.11.2015 11:30 - 11.11.2015 11:45,78776,81317
11.11.2015 11:45 - 11.11.2015 12:00,79503,81117
11.11.2015 12:00 - 11.11.2015 12:15,78375,80391
11.11.2015 12:15 - 11.11.2015 12:30,77470,79948
11.11.2015 12:30 - 11.11.2015 12:45,77841,79766
11.11.2015 12:45 - 11.11.2015 13:00,78330,79837
11.11.2015 13:00 - 11.11.2015 13:15,77884,80124
11.11.2015 13:15 - 11.11.2015 13:30,77459,79773
11.11.2015 13:30 - 11.11.2015 13:45,76994,79335
11.11.2015 13:45 - 11.11.2015 14:00,76104,78644
11.11.2015 14:00 - 11.11.2015 14:15,75534,78554
11.11.2015 14:15 - 11.11.2015 14:30,75358,78371
11.11.2015 14:30 - 11.11.2015 14:45,75351,78218
11.11.2015 14:45 - 11.11.2015 15:00,74530,77842
11.11.2015 15:00 - 11.11.2015 15:15,74593,77754
11.11.2015 15:15 - 11.11.2015 15:30,74447,77328
11.11.2015 15:30 - 11.11.2015 15:45,73975,77263
11.11.2015 15:45 - 11.11.2015 16:00,73313,77171
11.11.2015 16:00 - 11.11.2015 16:15,74145,77038
11.11.2015 16:15 - 11.11.2015 16:30,74000,77562
11.11.2015 16:30 - 11.11.2015 16:45,74857,78026
11.11.2015 16:45 - 11.11.2015 17:00,75723,79136
11.11.2015 17:00 - 11.11.2015 17:15,76948,80465
11.11.2015 17:15 - 11.11.2015 17:30,77387,81600
11.11.2015 17:30 - 11.11.2015 17:45,78410,82046
11.11.2015 17:45 - 11.11.2015 18:00,78838,82098
11.11.2015 18:00 - 11.11.2015 18:15,78479,81631
11.11.2015 18:15 - 11.11.2015 18:30,77952,81047
11.11.2015 18:30 - 11.11.2015 18:45,78162,80814
11.11.2015 18:45 - 11.11.2015 19:00,77722,80576
11.11.2015 19:00 - 11.11.2015 19:15,77348,79946
11.11.2015 19:15 - 11.11.2015 19:30,76567,79260
11.11.2015 19:30 - 11.11.2015 19:45,75677,78574
11.11.2015 19:45 - 11.11.2015 20:00,74971,77767
11.11.2015 20:00 - 11.11.2015 20:15,72972,76223
11.11.2015 20:15 - 11.11.2015 20:30,71934,74850
11.11.2015 20:30 - 11.11.2015 20:45,71102,73764
11.11.2015 20:45 - 11.11.2015 21:00,70140,72771
11.11.2015 21:00 - 11.11.2015 21:15,68722,71744
11.11.2015 21:15 - 11.11.2015 21:30,68034,70731
11.11.2015 21:30 - 11.11.2015 21:45,66971,69652
11.11.2015 21:45 - 11.11.2015 22:00,65523,68369
11.11.2015 22:00 - 11.11.2015 22:15,65039,67844
11.11.2015 22:15 - 11.11.2015 22:30,63864,66796
11.11.2015 22:30 - 11.11.2015 22:45,62600,65671
11.11.2015 22:45 - 11.11.2015 23:00,61415,64284
11.11.2015 23:00 - 11.11.2015 23:15,59770,62465
11.11.2015 23:15 - 11.11.2015 23:30,58412,61018
11.11.2015 23:30 - 11.11.2015 23:45,57139,59743
11.11.2015 23:45 - 12.11.2015 00:00,55989,58694
12.11.2015 00:00 - 12.11.2015 00:15,54645,58041
12.11.2015 00:15 - 12.11.2015 00:30,53796,57126
12.11.2015 00:30 - 12.11.2015 00:45,53161,56480
12.11.2015 00:45 - 12.11.2015 01:00,52765,55960
12.11.2015 01:00 - 12.11.2015 01:15,51919,55453
12.11.2015 01:15 - 12.11.2015 01:30,51273,54759
12.11.2015 01:30 - 12.11.2015 01:45,50948,54486
12.11.2015 01:45 - 12.11.2015 02:00,50808,54403
12.11.2015 02:00 - 12.11.2015 02:15,50692,53817
12.11.2015 02:15 - 12.11.2015 02:30,50368,53480
12.11.2015 02:30 - 12.11.2015 02:45,50287,53389
12.11.2015 02:45 - 12.11.2015 03:00,50168,53557
12.11.2015 03:00 - 12.11.2015 03:15,50423,53675
12.11.2015 03:15 - 12.11.2015 03:30,50650,53776
12.11.2015 03:30 - 12.11.2015 03:45,50748,54182
12.11.2015 03:45 - 12.11.2015 04:00,50880,54489
12.11.2015 04:00 - 12.11.2015 04:15,51477,55238
12.11.2015 04:15 - 12.11.2015 04:30,52102,55619
12.11.2015 04:30 - 12.11.2015 04:45,52297,56278
12.11.2015 04:45 - 12.11.2015 05:00,52981,56897
12.11.2015 05:00 - 12.11.2015 05:15,55017,58628
12.11.2015 05:15 - 12.11.2015 05:30,55320,59691
12.11.2015 05:30 - 12.11.2015 05:45,56877,61068
12.11.2015 05:45 - 12.11.2015 06:00,58162,63195
12.11.2015 06:00 - 12.11.2015 06:15,61941,66814
12.11.2015 06:15 - 12.11.2015 06:30,64694,69611
12.11.2015 06:30 - 12.11.2015 06:45,67532,72168
12.11.2015 06:45 - 12.11.2015 07:00,69816,74167
12.11.2015 07:00 - 12.11.2015 07:15,72062,76387
12.11.2015 07:15 - 12.11.2015 07:30,73164,77422
12.11.2015 07:30 - 12.11.2015 07:45,74545,77840
12.11.2015 07:45 - 12.11.2015 08:00,74914,78193
12.11.2015 08:00 - 12.11.2015 08:15,76000,78738
12.11.2015 08:15 - 12.11.2015 08:30,76168,78844
12.11.2015 08:30 - 12.11.2015 08:45,75835,78876
12.11.2015 08:45 - 12.11.2015 09:00,76065,78983
12.11.2015 09:00 - 12.11.2015 09:15,75889,78614
12.11.2015 09:15 - 12.11.2015 09:30,76219,78899
12.11.2015 09:30 - 12.11.2015 09:45,76624,79304
12.11.2015 09:45 - 12.11.2015 10:00,76699,79707
12.11.2015 10:00 - 12.11.2015 10:15,77256,80029
12.11.2015 10:15 - 12.11.2015 10:30,77207,80024
12.11.2015 10:30 - 12.11.2015 10:45,77940,80278
12.11.2015 10:45 - 12.11.2015 11:00,77958,80606
12.11.2015 11:00 - 12.11.2015 11:15,78836,80559
12.11.2015 11:15 - 12.11.2015 11:30,78587,80912
12.11.2015 11:30 - 12.11.2015 11:45,79074,81207
12.11.2015 11:45 - 12.11.2015 12:00,79158,81108
12.11.2015 12:00 - 12.11.2015 12:15,77950,80066
12.11.2015 12:15 - 12.11.2015 12:30,77883,79711
12.11.2015 12:30 - 12.11.2015 12:45,77556,79339
12.11.2015 12:45 - 12.11.2015 13:00,77922,79437
12.11.2015 13:00 - 12.11.2015 13:15,77444,79542
12.11.2015 13:15 - 12.11.2015 13:30,77174,79226
12.11.2015 13:30 - 12.11.2015 13:45,76802,79074
12.11.2015 13:45 - 12.11.2015 14:00,76179,78108
12.11.2015 14:00 - 12.11.2015 14:15,75866,77541
12.11.2015 14:15 - 12.11.2015 14:30,75639,77451
12.11.2015 14:30 - 12.11.2015 14:45,75584,76976
12.11.2015 14:45 - 12.11.2015 15:00,75269,76604
12.11.2015 15:00 - 12.11.2015 15:15,75170,76621
12.11.2015 15:15 - 12.11.2015 15:30,74510,76281
12.11.2015 15:30 - 12.11.2015 15:45,74497,76227
12.11.2015 15:45 - 12.11.2015 16:00,73677,75967
12.11.2015 16:00 - 12.11.2015 16:15,74113,76554
12.11.2015 16:15 - 12.11.2015 16:30,74045,76619
12.11.2015 16:30 - 12.11.2015 16:45,75007,77405
12.11.2015 16:45 - 12.11.2015 17:00,75571,78813
12.11.2015 17:00 - 12.11.2015 17:15,76901,80786
12.11.2015 17:15 - 12.11.2015 17:30,77903,81657
12.11.2015 17:30 - 12.11.2015 17:45,78879,82406
12.11.2015 17:45 - 12.11.2015 18:00,78880,82660
12.11.2015 18:00 - 12.11.2015 18:15,78521,82108
12.11.2015 18:15 - 12.11.2015 18:30,78542,81861
12.11.2015 18:30 - 12.11.2015 18:45,78502,81607
12.11.2015 18:45 - 12.11.2015 19:00,78225,81175
12.11.2015 19:00 - 12.11.2015 19:15,77414,80536
12.11.2015 19:15 - 12.11.2015 19:30,76820,79673
12.11.2015 19:30 - 12.11.2015 19:45,75798,78911
12.11.2015 19:45 - 12.11.2015 20:00,74997,78175
12.11.2015 20:00 - 12.11.2015 20:15,73519,76798
12.11.2015 20:15 - 12.11.2015 20:30,72152,75174
12.11.2015 20:30 - 12.11.2015 20:45,70373,73982
12.11.2015 20:45 - 12.11.2015 21:00,69313,72740
12.11.2015 21:00 - 12.11.2015 21:15,68120,71922
12.11.2015 21:15 - 12.11.2015 21:30,67319,70987
12.11.2015 21:30 - 12.11.2015 21:45,66437,69717
12.11.2015 21:45 - 12.11.2015 22:00,65154,68658
12.11.2015 22:00 - 12.11.2015 22:15,64516,68264
12.11.2015 22:15 - 12.11.2015 22:30,63513,67212
12.11.2015 22:30 - 12.11.2015 22:45,62016,65983
12.11.2015 22:45 - 12.11.2015 23:00,60737,64551
12.11.2015 23:00 - 12.11.2015 23:15,59502,63037
12.11.2015 23:15 - 12.11.2015 23:30,58245,61660
12.11.2015 23:30 - 12.11.2015 23:45,56989,60487
12.11.2015 23:45 - 13.11.2015 00:00,55926,59450
13.11.2015 00:00 - 13.11.2015 00:15,55592,58190
13.11.2015 00:15 - 13.11.2015 00:30,54685,57280
13.11.2015 00:30 - 13.11.2015 00:45,53951,56509
13.11.2015 00:45 - 13.11.2015 01:00,53403,55884
13.11.2015 01:00 - 13.11.2015 01:15,52669,55312
13.11.2015 01:15 - 13.11.2015 01:30,52221,54527
13.11.2015 01:30 - 13.11.2015 01:45,51838,54173
13.11.2015 01:45 - 13.11.2015 02:00,51732,53977
13.11.2015 02:00 - 13.11.2015 02:15,51675,53548
13.11.2015 02:15 - 13.11.2015 02:30,51360,53438
13.11.2015 02:30 - 13.11.2015 02:45,51354,53542
13.11.2015 02:45 - 13.11.2015 03:00,51121,53289
13.11.2015 03:00 - 13.11.2015 03:15,51403,53724
13.11.2015 03:15 - 13.11.2015 03:30,51636,53983
13.11.2015 03:30 - 13.11.2015 03:45,51738,54083
13.11.2015 03:45 - 13.11.2015 04:00,51996,53968
13.11.2015 04:00 - 13.11.2015 04:15,52463,54488
13.11.2015 04:15 - 13.11.2015 04:30,52972,55041
13.11.2015 04:30 - 13.11.2015 04:45,53317,56022
13.11.2015 04:45 - 13.11.2015 05:00,53999,56644
13.11.2015 05:00 - 13.11.2015 05:15,55836,58543
13.11.2015 05:15 - 13.11.2015 05:30,56392,59397
13.11.2015 05:30 - 13.11.2015 05:45,58007,60795
13.11.2015 05:45 - 13.11.2015 06:00,59418,62826
13.11.2015 06:00 - 13.11.2015 06:15,62768,66879
13.11.2015 06:15 - 13.11.2015 06:30,65441,69477
13.11.2015 06:30 - 13.11.2015 06:45,68093,71848
13.11.2015 06:45 - 13.11.2015 07:00,69744,73950
13.11.2015 07:00 - 13.11.2015 07:15,72153,76458
13.11.2015 07:15 - 13.11.2015 07:30,72647,77291
13.11.2015 07:30 - 13.11.2015 07:45,74248,77652
13.11.2015 07:45 - 13.11.2015 08:00,74358,78202
13.11.2015 08:00 - 13.11.2015 08:15,75685,79124
13.11.2015 08:15 - 13.11.2015 08:30,75840,79499
13.11.2015 08:30 - 13.11.2015 08:45,75737,79587
13.11.2015 08:45 - 13.11.2015 09:00,76221,79666
13.11.2015 09:00 - 13.11.2015 09:15,76019,79565
13.11.2015 09:15 - 13.11.2015 09:30,76384,80031
13.11.2015 09:30 - 13.11.2015 09:45,76887,80700
13.11.2015 09:45 - 13.11.2015 10:00,76935,81026
13.11.2015 10:00 - 13.11.2015 10:15,77756,81559
13.11.2015 10:15 - 13.11.2015 10:30,77563,81954
13.11.2015 10:30 - 13.11.2015 10:45,78362,82298
13.11.2015 10:45 - 13.11.2015 11:00,78447,82175
13.11.2015 11:00 - 13.11.2015 11:15,78503,82293
13.11.2015 11:15 - 13.11.2015 11:30,78764,82685
13.11.2015 11:30 - 13.11.2015 11:45,78757,82825
13.11.2015 11:45 - 13.11.2015 12:00,78689,82887
13.11.2015 12:00 - 13.11.2015 12:15,77881,82196
13.11.2015 12:15 - 13.11.2015 12:30,77424,81682
13.11.2015 12:30 - 13.11.2015 12:45,77232,81408
13.11.2015 12:45 - 13.11.2015 13:00,77610,80996
13.11.2015 13:00 - 13.11.2015 13:15,77194,80556
13.11.2015 13:15 - 13.11.2015 13:30,76632,80155
13.11.2015 13:30 - 13.11.2015 13:45,76287,79671
13.11.2015 13:45 - 13.11.2015 14:00,75377,78852
13.11.2015 14:00 - 13.11.2015 14:15,74770,78645
13.11.2015 14:15 - 13.11.2015 14:30,74801,78073
13.11.2015 14:30 - 13.11.2015 14:45,74560,77966
13.11.2015 14:45 - 13.11.2015 15:00,74028,77632
13.11.2015 15:00 - 13.11.2015 15:15,73810,77636
13.11.2015 15:15 - 13.11.2015 15:30,73166,77060
13.11.2015 15:30 - 13.11.2015 15:45,73008,77048
13.11.2015 15:45 - 13.11.2015 16:00,72318,76864
13.11.2015 16:00 - 13.11.2015 16:15,73139,77106
13.11.2015 16:15 - 13.11.2015 16:30,72832,77348
13.11.2015 16:30 - 13.11.2015 16:45,73730,78224
13.11.2015 16:45 - 13.11.2015 17:00,74418,79477
13.11.2015 17:00 - 13.11.2015 17:15,75691,81295
13.11.2015 17:15 - 13.11.2015 17:30,76034,82023
13.11.2015 17:30 - 13.11.2015 17:45,76796,82179
13.11.2015 17:45 - 13.11.2015 18:00,77278,81958
13.11.2015 18:00 - 13.11.2015 18:15,76302,81559
13.11.2015 18:15 - 13.11.2015 18:30,76289,81028
13.11.2015 18:30 - 13.11.2015 18:45,76442,80704
13.11.2015 18:45 - 13.11.2015 19:00,75984,80411
13.11.2015 19:00 - 13.11.2015 19:15,75729,79775
13.11.2015 19:15 - 13.11.2015 19:30,74947,78614
13.11.2015 19:30 - 13.11.2015 19:45,73885,77654
13.11.2015 19:45 - 13.11.2015 20:00,73187,76770
13.11.2015 20:00 - 13.11.2015 20:15,71744,74745
13.11.2015 20:15 - 13.11.2015 20:30,70192,73580
13.11.2015 20:30 - 13.11.2015 20:45,68920,72468
13.11.2015 20:45 - 13.11.2015 21:00,67660,71716
13.11.2015 21:00 - 13.11.2015 21:15,66169,70493
13.11.2015 21:15 - 13.11.2015 21:30,65848,69635
13.11.2015 21:30 - 13.11.2015 21:45,65094,68334
13.11.2015 21:45 - 13.11.2015 22:00,63968,67241
13.11.2015 22:00 - 13.11.2015 22:15,63368,66648
13.11.2015 22:15 - 13.11.2015 22:30,62617,65969
13.11.2015 22:30 - 13.11.2015 22:45,61541,64799
13.11.2015 22:45 - 13.11.2015 23:00,60244,64002
13.11.2015 23:00 - 13.11.2015 23:15,58946,62383
13.11.2015 23:15 - 13.11.2015 23:30,57773,61155
13.11.2015 23:30 - 13.11.2015 23:45,56684,60126
13.11.2015 23:45 - 14.11.2015 00:00,55354,59346
14.11.2015 00:00 - 14.11.2015 00:15,54867,57648
14.11.2015 00:15 - 14.11.2015 00:30,54044,56570
14.11.2015 00:30 - 14.11.2015 00:45,53280,55627
14.11.2015 00:45 - 14.11.2015 01:00,52773,54981
14.11.2015 01:00 - 14.11.2015 01:15,51790,54160
14.11.2015 01:15 - 14.11.2015 01:30,51289,53451
14.11.2015 01:30 - 14.11.2015 01:45,50670,53159
14.11.2015 01:45 - 14.11.2015 02:00,50619,52898
14.11.2015 02:00 - 14.11.2015 02:15,50346,52580
14.11.2015 02:15 - 14.11.2015 02:30,50006,52231
14.11.2015 02:30 - 14.11.2015 02:45,49798,52327
14.11.2015 02:45 - 14.11.2015 03:00,49525,52502
14.11.2015 03:00 - 14.11.2015 03:15,49533,52156
14.11.2015 03:15 - 14.11.2015 03:30,49497,52300
14.11.2015 03:30 - 14.11.2015 03:45,49469,52511
14.11.2015 03:45 - 14.11.2015 04:00,49568,52603
14.11.2015 04:00 - 14.11.2015 04:15,49781,52557
14.11.2015 04:15 - 14.11.2015 04:30,50016,52795
14.11.2015 04:30 - 14.11.2015 04:45,49748,52896
14.11.2015 04:45 - 14.11.2015 05:00,49933,52859
14.11.2015 05:00 - 14.11.2015 05:15,50686,53352
14.11.2015 05:15 - 14.11.2015 05:30,50515,53372
14.11.2015 05:30 - 14.11.2015 05:45,50832,53419
14.11.2015 05:45 - 14.11.2015 06:00,50827,53629
14.11.2015 06:00 - 14.11.2015 06:15,51720,54114
14.11.2015 06:15 - 14.11.2015 06:30,52377,54733
14.11.2015 06:30 - 14.11.2015 06:45,53453,55712
14.11.2015 06:45 - 14.11.2015 07:00,54195,56609
14.11.2015 07:00 - 14.11.2015 07:15,55718,57818
14.11.2015 07:15 - 14.11.2015 07:30,56493,58404
14.11.2015 07:30 - 14.11.2015 07:45,58538,59221
14.11.2015 07:45 - 14.11.2015 08:00,59165,60169
14.11.2015 08:00 - 14.11.2015 08:15,60556,61006
14.11.2015 08:15 - 14.11.2015 08:30,61230,61694
14.11.2015 08:30 - 14.11.2015 08:45,61958,62684
14.11.2015 08:45 - 14.11.2015 09:00,62730,63401
14.11.2015 09:00 - 14.11.2015 09:15,63704,64516
14.11.2015 09:15 - 14.11.2015 09:30,64701,65087
14.11.2015 09:30 - 14.11.2015 09:45,65052,65590
14.11.2015 09:45 - 14.11.2015 10:00,65299,66328
14.11.2015 10:00 - 14.11.2015 10:15,66237,66810
14.11.2015 10:15 - 14.11.2015 10:30,66320,67226
14.11.2015 10:30 - 14.11.2015 10:45,66802,67411
14.11.2015 10:45 - 14.11.2015 11:00,66916,67900
14.11.2015 11:00 - 14.11.2015 11:15,66356,68402
14.11.2015 11:15 - 14.11.2015 11:30,67294,68862
14.11.2015 11:30 - 14.11.2015 11:45,66473,68858
14.11.2015 11:45 - 14.11.2015 12:00,67161,68734
14.11.2015 12:00 - 14.11.2015 12:15,67321,67998
14.11.2015 12:15 - 14.11.2015 12:30,66592,67770
14.11.2015 12:30 - 14.11.2015 12:45,66038,67395
14.11.2015 12:45 - 14.11.2015 13:00,65784,66965
14.11.2015 13:00 - 14.11.2015 13:15,65178,66284
14.11.2015 13:15 - 14.11.2015 13:30,65078,65712
14.11.2015 13:30 - 14.11.2015 13:45,64603,65082
14.11.2015 13:45 - 14.11.2015 14:00,63911,64527
14.11.2015 14:00 - 14.11.2015 14:15,63260,63907
14.11.2015 14:15 - 14.11.2015 14:30,62679,63865
14.11.2015 14:30 - 14.11.2015 14:45,62417,63657
14.11.2015 14:45 - 14.11.2015 15:00,62095,63207
14.11.2015 15:00 - 14.11.2015 15:15,62241,63018
14.11.2015 15:15 - 14.11.2015 15:30,62312,63156
14.11.2015 15:30 - 14.11.2015 15:45,62042,63265
14.11.2015 15:45 - 14.11.2015 16:00,62251,63203
14.11.2015 16:00 - 14.11.2015 16:15,62734,63927
14.11.2015 16:15 - 14.11.2015 16:30,63433,64454
14.11.2015 16:30 - 14.11.2015 16:45,64442,65487
14.11.2015 16:45 - 14.11.2015 17:00,65465,66976
14.11.2015 17:00 - 14.11.2015 17:15,66647,68293
14.11.2015 17:15 - 14.11.2015 17:30,67902,69117
14.11.2015 17:30 - 14.11.2015 17:45,68595,69383
14.11.2015 17:45 - 14.11.2015 18:00,68860,69475
14.11.2015 18:00 - 14.11.2015 18:15,68184,69300
14.11.2015 18:15 - 14.11.2015 18:30,68108,69111
14.11.2015 18:30 - 14.11.2015 18:45,67914,68561
14.11.2015 18:45 - 14.11.2015 19:00,67219,67822
14.11.2015 19:00 - 14.11.2015 19:15,66903,67047
14.11.2015 19:15 - 14.11.2015 19:30,66002,66358
14.11.2015 19:30 - 14.11.2015 19:45,65257,65731
14.11.2015 19:45 - 14.11.2015 20:00,64606,64627
14.11.2015 20:00 - 14.11.2015 20:15,63212,63585
14.11.2015 20:15 - 14.11.2015 20:30,61746,62475
14.11.2015 20:30 - 14.11.2015 20:45,60927,61282
14.11.2015 20:45 - 14.11.2015 21:00,59757,60621
14.11.2015 21:00 - 14.11.2015 21:15,59011,59914
14.11.2015 21:15 - 14.11.2015 21:30,58190,59650
14.11.2015 21:30 - 14.11.2015 21:45,57871,58832
14.11.2015 21:45 - 14.11.2015 22:00,57346,58328
14.11.2015 22:00 - 14.11.2015 22:15,57695,59046
14.11.2015 22:15 - 14.11.2015 22:30,57176,58410
14.11.2015 22:30 - 14.11.2015 22:45,55897,57570
14.11.2015 22:45 - 14.11.2015 23:00,55615,56680
14.11.2015 23:00 - 14.11.2015 23:15,54381,55711
14.11.2015 23:15 - 14.11.2015 23:30,53479,54559
14.11.2015 23:30 - 14.11.2015 23:45,52298,53542
14.11.2015 23:45 - 15.11.2015 00:00,50943,52448
15.11.2015 00:00 - 15.11.2015 00:15,49970,52141
15.11.2015 00:15 - 15.11.2015 00:30,49092,51310
15.11.2015 00:30 - 15.11.2015 00:45,48426,50705
15.11.2015 00:45 - 15.11.2015 01:00,47983,49885
15.11.2015 01:00 - 15.11.2015 01:15,47377,49529
15.11.2015 01:15 - 15.11.2015 01:30,46780,48748
15.11.2015 01:30 - 15.11.2015 01:45,46438,48252
15.11.2015 01:45 - 15.11.2015 02:00,46252,47844
15.11.2015 02:00 - 15.11.2015 02:15,46044,47640
15.11.2015 02:15 - 15.11.2015 02:30,45807,47520
15.11.2015 02:30 - 15.11.2015 02:45,45653,47086
15.11.2015 02:45 - 15.11.2015 03:00,45555,47005
15.11.2015 03:00 - 15.11.2015 03:15,45443,46859
15.11.2015 03:15 - 15.11.2015 03:30,45309,47090
15.11.2015 03:30 - 15.11.2015 03:45,45369,47030
15.11.2015 03:45 - 15.11.2015 04:00,45497,47070
15.11.2015 04:00 - 15.11.2015 04:15,45556,47364
15.11.2015 04:15 - 15.11.2015 04:30,45796,47511
15.11.2015 04:30 - 15.11.2015 04:45,45712,47744
15.11.2015 04:45 - 15.11.2015 05:00,45829,47756
15.11.2015 05:00 - 15.11.2015 05:15,46144,48087
15.11.2015 05:15 - 15.11.2015 05:30,45738,48142
15.11.2015 05:30 - 15.11.2015 05:45,45827,48002
15.11.2015 05:45 - 15.11.2015 06:00,45723,47711
15.11.2015 06:00 - 15.11.2015 06:15,45929,47975
15.11.2015 06:15 - 15.11.2015 06:30,46168,48331
15.11.2015 06:30 - 15.11.2015 06:45,46583,48572
15.11.2015 06:45 - 15.11.2015 07:00,47102,49221
15.11.2015 07:00 - 15.11.2015 07:15,48045,49934
15.11.2015 07:15 - 15.11.2015 07:30,48420,50735
15.11.2015 07:30 - 15.11.2015 07:45,50071,51373
15.11.2015 07:45 - 15.11.2015 08:00,50648,52196
15.11.2015 08:00 - 15.11.2015 08:15,51813,53406
15.11.2015 08:15 - 15.11.2015 08:30,52456,54527
15.11.2015 08:30 - 15.11.2015 08:45,53197,55660
15.11.2015 08:45 - 15.11.2015 09:00,54218,56570
15.11.2015 09:00 - 15.11.2015 09:15,55276,57375
15.11.2015 09:15 - 15.11.2015 09:30,56258,58455
15.11.2015 09:30 - 15.11.2015 09:45,56555,59013
15.11.2015 09:45 - 15.11.2015 10:00,57063,59658
15.11.2015 10:00 - 15.11.2015 10:15,57942,60451
15.11.2015 10:15 - 15.11.2015 10:30,58635,61327
15.11.2015 10:30 - 15.11.2015 10:45,59073,62232
15.11.2015 10:45 - 15.11.2015 11:00,59387,62928
15.11.2015 11:00 - 15.11.2015 11:15,60093,63533
15.11.2015 11:15 - 15.11.2015 11:30,60722,64723
15.11.2015 11:30 - 15.11.2015 11:45,61403,65027
15.11.2015 11:45 - 15.11.2015 12:00,61337,64837
15.11.2015 12:00 - 15.11.2015 12:15,60590,64378
15.11.2015 12:15 - 15.11.2015 12:30,60048,64033
15.11.2015 12:30 - 15.11.2015 12:45,59609,63525
15.11.2015 12:45 - 15.11.2015 13:00,59167,62728
15.11.2015 13:00 - 15.11.2015 13:15,58698,62113
15.11.2015 13:15 - 15.11.2015 13:30,58334,61422
15.11.2015 13:30 - 15.11.2015 13:45,57975,60982
15.11.2015 13:45 - 15.11.2015 14:00,57044,60305
15.11.2015 14:00 - 15.11.2015 14:15,56818,59839
15.11.2015 14:15 - 15.11.2015 14:30,56121,59404
15.11.2015 14:30 - 15.11.2015 14:45,55847,59244
15.11.2015 14:45 - 15.11.2015 15:00,55439,58860
15.11.2015 15:00 - 15.11.2015 15:15,55506,59102
15.11.2015 15:15 - 15.11.2015 15:30,55838,58947
15.11.2015 15:30 - 15.11.2015 15:45,55493,58915
15.11.2015 15:45 - 15.11.2015 16:00,56011,58922
15.11.2015 16:00 - 15.11.2015 16:15,56307,59471
15.11.2015 16:15 - 15.11.2015 16:30,57133,60027
15.11.2015 16:30 - 15.11.2015 16:45,57884,61520
15.11.2015 16:45 - 15.11.2015 17:00,59265,62693
15.11.2015 17:00 - 15.11.2015 17:15,61003,64727
15.11.2015 17:15 - 15.11.2015 17:30,62213,65907
15.11.2015 17:30 - 15.11.2015 17:45,63498,66528
15.11.2015 17:45 - 15.11.2015 18:00,63928,67077
15.11.2015 18:00 - 15.11.2015 18:15,63837,67137
15.11.2015 18:15 - 15.11.2015 18:30,64253,66942
15.11.2015 18:30 - 15.11.2015 18:45,64181,66713
15.11.2015 18:45 - 15.11.2015 19:00,63902,66430
15.11.2015 19:00 - 15.11.2015 19:15,63776,66007
15.11.2015 19:15 - 15.11.2015 19:30,63224,65290
15.11.2015 19:30 - 15.11.2015 19:45,62676,64787
15.11.2015 19:45 - 15.11.2015 20:00,62382,64203
15.11.2015 20:00 - 15.11.2015 20:15,61841,63215
15.11.2015 20:15 - 15.11.2015 20:30,60701,62375
15.11.2015 20:30 - 15.11.2015 20:45,60044,61226
15.11.2015 20:45 - 15.11.2015 21:00,59165,60296
15.11.2015 21:00 - 15.11.2015 21:15,58695,60038
15.11.2015 21:15 - 15.11.2015 21:30,58172,59364
15.11.2015 21:30 - 15.11.2015 21:45,49730,58825
15.11.2015 21:45 - 15.11.2015 22:00,57485,58586
15.11.2015 22:00 - 15.11.2015 22:15,58124,59994
15.11.2015 22:15 - 15.11.2015 22:30,58006,59402
15.11.2015 22:30 - 15.11.2015 22:45,56895,58749
15.11.2015 22:45 - 15.11.2015 23:00,56194,57664
15.11.2015 23:00 - 15.11.2015 23:15,55254,56666
15.11.2015 23:15 - 15.11.2015 23:30,53979,55472
15.11.2015 23:30 - 15.11.2015 23:45,53285,54436
15.11.2015 23:45 - 16.11.2015 00:00,52061,53624
16.11.2015 00:00 - 16.11.2015 00:15,50433,52814
16.11.2015 00:15 - 16.11.2015 00:30,49770,51952
16.11.2015 00:30 - 16.11.2015 00:45,49051,51293
16.11.2015 00:45 - 16.11.2015 01:00,48497,50825
16.11.2015 01:00 - 16.11.2015 01:15,47806,50362
16.11.2015 01:15 - 16.11.2015 01:30,47461,49722
16.11.2015 01:30 - 16.11.2015 01:45,47097,49647
16.11.2015 01:45 - 16.11.2015 02:00,46994,49525
16.11.2015 02:00 - 16.11.2015 02:15,47040,49386
16.11.2015 02:15 - 16.11.2015 02:30,46792,49366
16.11.2015 02:30 - 16.11.2015 02:45,46768,49297
16.11.2015 02:45 - 16.11.2015 03:00,46723,49249
