Time (CET/CEST),Day-ahead Total Load Forecast [MW],Actual Total Load [MW]
05.01.2015 18:45 - 05.01.2015 19:00,70658,77991
05.01.2015 19:00 - 05.01.2015 19:15,70083,77361
05.01.2015 19:15 - 05.01.2015 19:30,69743,76672
05.01.2015 19:30 - 05.01.2015 19:45,69167,76013
05.01.2015 19:45 - 05.01.2015 20:00,68315,75274
05.01.2015 20:00 - 05.01.2015 20:15,66896,73500
05.01.2015 20:15 - 05.01.2015 20:30,65989,72251
05.01.2015 20:30 - 05.01.2015 20:45,64809,71323
05.01.2015 20:45 - 05.01.2015 21:00,63821,70455
05.01.2015 21:00 - 05.01.2015 21:15,62870,69026
05.01.2015 21:15 - 05.01.2015 21:30,62603,68368
05.01.2015 21:30 - 05.01.2015 21:45,61550,67780
05.01.2015 21:45 - 05.01.2015 22:00,61040,67243
05.01.2015 22:00 - 05.01.2015 22:15,61045,67377
05.01.2015 22:15 - 05.01.2015 22:30,60807,66721
05.01.2015 22:30 - 05.01.2015 22:45,59714,65884
05.01.2015 22:45 - 05.01.2015 23:00,58606,64916
05.01.2015 23:00 - 05.01.2015 23:15,55419,63086
05.01.2015 23:15 - 05.01.2015 23:30,56405,62039
05.01.2015 23:30 - 05.01.2015 23:45,55451,61201
05.01.2015 23:45 - 06.01.2015 00:00,54625,60544
06.01.2015 00:00 - 06.01.2015 00:15,54442,59026
06.01.2015 00:15 - 06.01.2015 00:30,49935,57889
06.01.2015 00:30 - 06.01.2015 00:45,52796,57105
06.01.2015 00:45 - 06.01.2015 01:00,52169,56533
06.01.2015 01:00 - 06.01.2015 01:15,51786,55677
06.01.2015 01:15 - 06.01.2015 01:30,51137,55058
06.01.2015 01:30 - 06.01.2015 01:45,50694,54637
06.01.2015 01:45 - 06.01.2015 02:00,50238,54308
06.01.2015 02:00 - 06.01.2015 02:15,49895,53985
06.01.2015 02:15 - 06.01.2015 02:30,49566,53599
06.01.2015 02:30 - 06.01.2015 02:45,50006,53560
06.01.2015 02:45 - 06.01.2015 03:00,49466,53553
06.01.2015 03:00 - 06.01.2015 03:15,49541,53572
06.01.2015 03:15 - 06.01.2015 03:30,49339,53504
06.01.2015 03:30 - 06.01.2015 03:45,49406,53519
06.01.2015 03:45 - 06.01.2015 04:00,49657,53542
06.01.2015 04:00 - 06.01.2015 04:15,49879,54145
06.01.2015 04:15 - 06.01.2015 04:30,50182,54199
06.01.2015 04:30 - 06.01.2015 04:45,50478,54411
06.01.2015 04:45 - 06.01.2015 05:00,50839,54792
06.01.2015 05:00 - 06.01.2015 05:15,51820,55477
06.01.2015 05:15 - 06.01.2015 05:30,52325,55884
06.01.2015 05:30 - 06.01.2015 05:45,53043,56280
06.01.2015 05:45 - 06.01.2015 06:00,54030,56984
06.01.2015 06:00 - 06.01.2015 06:15,55575,57892
06.01.2015 06:15 - 06.01.2015 06:30,56803,59457
06.01.2015 06:30 - 06.01.2015 06:45,58803,61030
06.01.2015 06:45 - 06.01.2015 07:00,59311,62121
06.01.2015 07:00 - 06.01.2015 07:15,61477,64459
06.01.2015 07:15 - 06.01.2015 07:30,62671,65638
06.01.2015 07:30 - 06.01.2015 07:45,63423,66853
06.01.2015 07:45 - 06.01.2015 08:00,64109,67730
06.01.2015 08:00 - 06.01.2015 08:15,65547,68756
06.01.2015 08:15 - 06.01.2015 08:30,65782,68959
06.01.2015 08:30 - 06.01.2015 08:45,66106,69369
06.01.2015 08:45 - 06.01.2015 09:00,66587,69724
06.01.2015 09:00 - 06.01.2015 09:15,66735,69958
06.01.2015 09:15 - 06.01.2015 09:30,67445,70526
06.01.2015 09:30 - 06.01.2015 09:45,68079,71238
06.01.2015 09:45 - 06.01.2015 10:00,68378,71944
06.01.2015 10:00 - 06.01.2015 10:15,68922,72019
06.01.2015 10:15 - 06.01.2015 10:30,68760,72581
06.01.2015 10:30 - 06.01.2015 10:45,69320,73056
06.01.2015 10:45 - 06.01.2015 11:00,69637,73533
06.01.2015 11:00 - 06.01.2015 11:15,69984,73731
06.01.2015 11:15 - 06.01.2015 11:30,70322,74417
06.01.2015 11:30 - 06.01.2015 11:45,70725,74763
06.01.2015 11:45 - 06.01.2015 12:00,71126,74520
06.01.2015 12:00 - 06.01.2015 12:15,70948,74351
06.01.2015 12:15 - 06.01.2015 12:30,70696,73987
06.01.2015 12:30 - 06.01.2015 12:45,69846,73805
06.01.2015 12:45 - 06.01.2015 13:00,69649,73444
06.01.2015 13:00 - 06.01.2015 13:15,68375,73185
06.01.2015 13:15 - 06.01.2015 13:30,69636,72767
06.01.2015 13:30 - 06.01.2015 13:45,69638,72211
06.01.2015 13:45 - 06.01.2015 14:00,68702,71544
06.01.2015 14:00 - 06.01.2015 14:15,66330,71104
06.01.2015 14:15 - 06.01.2015 14:30,66018,70682
06.01.2015 14:30 - 06.01.2015 14:45,68542,70438
06.01.2015 14:45 - 06.01.2015 15:00,64522,70262
06.01.2015 15:00 - 06.01.2015 15:15,67530,70239
06.01.2015 15:15 - 06.01.2015 15:30,67517,70233
06.01.2015 15:30 - 06.01.2015 15:45,67175,70156
06.01.2015 15:45 - 06.01.2015 16:00,66788,70243
06.01.2015 16:00 - 06.01.2015 16:15,67170,71003
06.01.2015 16:15 - 06.01.2015 16:30,66700,71734
06.01.2015 16:30 - 06.01.2015 16:45,67198,72684
06.01.2015 16:45 - 06.01.2015 17:00,67858,74008
06.01.2015 17:00 - 06.01.2015 17:15,68568,76083
06.01.2015 17:15 - 06.01.2015 17:30,69092,77034
06.01.2015 17:30 - 06.01.2015 17:45,69484,77745
06.01.2015 17:45 - 06.01.2015 18:00,69735,78205
06.01.2015 18:00 - 06.01.2015 18:15,70114,77589
06.01.2015 18:15 - 06.01.2015 18:30,69933,76909
06.01.2015 18:30 - 06.01.2015 18:45,70366,76927
06.01.2015 18:45 - 06.01.2015 19:00,70066,77047
06.01.2015 19:00 - 06.01.2015 19:15,69981,76070
06.01.2015 19:15 - 06.01.2015 19:30,70053,75508
06.01.2015 19:30 - 06.01.2015 19:45,69474,75038
06.01.2015 19:45 - 06.01.2015 20:00,68570,74532
06.01.2015 20:00 - 06.01.2015 20:15,67700,72684
06.01.2015 20:15 - 06.01.2015 20:30,66539,71503
06.01.2015 20:30 - 06.01.2015 20:45,65498,70581
06.01.2015 20:45 - 06.01.2015 21:00,64396,69542
06.01.2015 21:00 - 06.01.2015 21:15,63677,68967
06.01.2015 21:15 - 06.01.2015 21:30,63401,68367
06.01.2015 21:30 - 06.01.2015 21:45,62483,67684
06.01.2015 21:45 - 06.01.2015 22:00,61875,66908
06.01.2015 22:00 - 06.01.2015 22:15,61812,67361
06.01.2015 22:15 - 06.01.2015 22:30,61900,66564
06.01.2015 22:30 - 06.01.2015 22:45,60754,65543
06.01.2015 22:45 - 06.01.2015 23:00,59662,64326
06.01.2015 23:00 - 06.01.2015 23:15,58382,63093
06.01.2015 23:15 - 06.01.2015 23:30,55261,61987
06.01.2015 23:30 - 06.01.2015 23:45,56781,60806
06.01.2015 23:45 - 07.01.2015 00:00,55842,60124
07.01.2015 00:00 - 07.01.2015 00:15,54310,59585
07.01.2015 00:15 - 07.01.2015 00:30,53428,58559
07.01.2015 00:30 - 07.01.2015 00:45,52563,57566
07.01.2015 00:45 - 07.01.2015 01:00,52156,57026
07.01.2015 01:00 - 07.01.2015 01:15,51494,56302
07.01.2015 01:15 - 07.01.2015 01:30,50864,55611
07.01.2015 01:30 - 07.01.2015 01:45,50522,55327
07.01.2015 01:45 - 07.01.2015 02:00,50256,55159
07.01.2015 02:00 - 07.01.2015 02:15,49896,55112
07.01.2015 02:15 - 07.01.2015 02:30,50005,54905
07.01.2015 02:30 - 07.01.2015 02:45,49690,54828
07.01.2015 02:45 - 07.01.2015 03:00,49180,54857
07.01.2015 03:00 - 07.01.2015 03:15,49538,54840
07.01.2015 03:15 - 07.01.2015 03:30,49547,54856
07.01.2015 03:30 - 07.01.2015 03:45,49801,54996
07.01.2015 03:45 - 07.01.2015 04:00,50311,55007
07.01.2015 04:00 - 07.01.2015 04:15,51009,55502
07.01.2015 04:15 - 07.01.2015 04:30,51444,55879
07.01.2015 04:30 - 07.01.2015 04:45,51726,56338
07.01.2015 04:45 - 07.01.2015 05:00,52467,57118
07.01.2015 05:00 - 07.01.2015 05:15,53455,58575
07.01.2015 05:15 - 07.01.2015 05:30,54222,59233
07.01.2015 05:30 - 07.01.2015 05:45,55037,60328
07.01.2015 05:45 - 07.01.2015 06:00,55691,61890
07.01.2015 06:00 - 07.01.2015 06:15,57974,64873
07.01.2015 06:15 - 07.01.2015 06:30,60387,67725
07.01.2015 06:30 - 07.01.2015 06:45,61929,69616
07.01.2015 06:45 - 07.01.2015 07:00,63719,71219
07.01.2015 07:00 - 07.01.2015 07:15,66175,74481
07.01.2015 07:15 - 07.01.2015 07:30,67161,75913
07.01.2015 07:30 - 07.01.2015 07:45,68100,76956
07.01.2015 07:45 - 07.01.2015 08:00,68773,78085
07.01.2015 08:00 - 07.01.2015 08:15,69730,79025
07.01.2015 08:15 - 07.01.2015 08:30,69920,79280
07.01.2015 08:30 - 07.01.2015 08:45,70031,79157
07.01.2015 08:45 - 07.01.2015 09:00,70190,79406
07.01.2015 09:00 - 07.01.2015 09:15,70087,79469
07.01.2015 09:15 - 07.01.2015 09:30,70519,79684
07.01.2015 09:30 - 07.01.2015 09:45,70758,79865
07.01.2015 09:45 - 07.01.2015 10:00,70999,80127
07.01.2015 10:00 - 07.01.2015 10:15,71198,80765
07.01.2015 10:15 - 07.01.2015 10:30,71519,81148
07.01.2015 10:30 - 07.01.2015 10:45,71859,81568
07.01.2015 10:45 - 07.01.2015 11:00,72183,81860
07.01.2015 11:00 - 07.01.2015 11:15,72597,81987
07.01.2015 11:15 - 07.01.2015 11:30,72720,82474
07.01.2015 11:30 - 07.01.2015 11:45,73279,82966
07.01.2015 11:45 - 07.01.2015 12:00,73218,82909
07.01.2015 12:00 - 07.01.2015 12:15,72732,82403
07.01.2015 12:15 - 07.01.2015 12:30,72325,82399
07.01.2015 12:30 - 07.01.2015 12:45,72412,82404
07.01.2015 12:45 - 07.01.2015 13:00,72252,82342
07.01.2015 13:00 - 07.01.2015 13:15,72779,82043
07.01.2015 13:15 - 07.01.2015 13:30,72026,81795
07.01.2015 13:30 - 07.01.2015 13:45,69898,81588
07.01.2015 13:45 - 07.01.2015 14:00,71468,81217
07.01.2015 14:00 - 07.01.2015 14:15,71425,81147
07.01.2015 14:15 - 07.01.2015 14:30,71122,80846
07.01.2015 14:30 - 07.01.2015 14:45,70953,80542
07.01.2015 14:45 - 07.01.2015 15:00,70603,80023
07.01.2015 15:00 - 07.01.2015 15:15,71170,79983
07.01.2015 15:15 - 07.01.2015 15:30,71065,79590
07.01.2015 15:30 - 07.01.2015 15:45,71035,79193
07.01.2015 15:45 - 07.01.2015 16:00,70106,78865
07.01.2015 16:00 - 07.01.2015 16:15,71259,78433
07.01.2015 16:15 - 07.01.2015 16:30,70731,78743
07.01.2015 16:30 - 07.01.2015 16:45,71206,79770
07.01.2015 16:45 - 07.01.2015 17:00,72284,80990
07.01.2015 17:00 - 07.01.2015 17:15,73302,83279
07.01.2015 17:15 - 07.01.2015 17:30,73920,84143
07.01.2015 17:30 - 07.01.2015 17:45,74253,84494
07.01.2015 17:45 - 07.01.2015 18:00,74540,84482
07.01.2015 18:00 - 07.01.2015 18:15,74154,83925
07.01.2015 18:15 - 07.01.2015 18:30,73932,83854
07.01.2015 18:30 - 07.01.2015 18:45,73956,83658
07.01.2015 18:45 - 07.01.2015 19:00,73712,83532
07.01.2015 19:00 - 07.01.2015 19:15,73050,82305
07.01.2015 19:15 - 07.01.2015 19:30,72015,81564
07.01.2015 19:30 - 07.01.2015 19:45,71152,81296
07.01.2015 19:45 - 07.01.2015 20:00,70575,80485
07.01.2015 20:00 - 07.01.2015 20:15,69068,77964
07.01.2015 20:15 - 07.01.2015 20:30,67648,76922
07.01.2015 20:30 - 07.01.2015 20:45,66411,75943
07.01.2015 20:45 - 07.01.2015 21:00,65318,75038
07.01.2015 21:00 - 07.01.2015 21:15,64238,73869
07.01.2015 21:15 - 07.01.2015 21:30,64119,73153
07.01.2015 21:30 - 07.01.2015 21:45,63279,72388
07.01.2015 21:45 - 07.01.2015 22:00,62450,71691
07.01.2015 22:00 - 07.01.2015 22:15,62160,72221
07.01.2015 22:15 - 07.01.2015 22:30,62272,71392
07.01.2015 22:30 - 07.01.2015 22:45,61169,70002
07.01.2015 22:45 - 07.01.2015 23:00,59709,68709
07.01.2015 23:00 - 07.01.2015 23:15,58276,67330
07.01.2015 23:15 - 07.01.2015 23:30,57702,66080
07.01.2015 23:30 - 07.01.2015 23:45,56339,65010
07.01.2015 23:45 - 08.01.2015 00:00,55635,63950
08.01.2015 00:00 - 08.01.2015 00:15,55463,63061
08.01.2015 00:15 - 08.01.2015 00:30,54671,62106
08.01.2015 00:30 - 08.01.2015 00:45,54087,61511
08.01.2015 00:45 - 08.01.2015 01:00,53529,60804
08.01.2015 01:00 - 08.01.2015 01:15,52887,60062
08.01.2015 01:15 - 08.01.2015 01:30,52353,59235
08.01.2015 01:30 - 08.01.2015 01:45,51924,58936
08.01.2015 01:45 - 08.01.2015 02:00,51522,58480
08.01.2015 02:00 - 08.01.2015 02:15,51198,58377
08.01.2015 02:15 - 08.01.2015 02:30,50978,58198
08.01.2015 02:30 - 08.01.2015 02:45,50887,58157
08.01.2015 02:45 - 08.01.2015 03:00,50911,57827
08.01.2015 03:00 - 08.01.2015 03:15,50971,58245
08.01.2015 03:15 - 08.01.2015 03:30,50998,58274
08.01.2015 03:30 - 08.01.2015 03:45,51000,58256
08.01.2015 03:45 - 08.01.2015 04:00,51227,58518
08.01.2015 04:00 - 08.01.2015 04:15,51466,58936
08.01.2015 04:15 - 08.01.2015 04:30,51768,59168
08.01.2015 04:30 - 08.01.2015 04:45,52167,59448
08.01.2015 04:45 - 08.01.2015 05:00,52777,59828
08.01.2015 05:00 - 08.01.2015 05:15,53663,61365
08.01.2015 05:15 - 08.01.2015 05:30,54298,61801
08.01.2015 05:30 - 08.01.2015 05:45,55099,62902
08.01.2015 05:45 - 08.01.2015 06:00,56104,64220
08.01.2015 06:00 - 08.01.2015 06:15,58489,67363
08.01.2015 06:15 - 08.01.2015 06:30,58757,70081
08.01.2015 06:30 - 08.01.2015 06:45,60800,72109
08.01.2015 06:45 - 08.01.2015 07:00,62444,73771
08.01.2015 07:00 - 08.01.2015 07:15,64821,76753
08.01.2015 07:15 - 08.01.2015 07:30,67461,78115
08.01.2015 07:30 - 08.01.2015 07:45,68308,79063
08.01.2015 07:45 - 08.01.2015 08:00,69044,80058
08.01.2015 08:00 - 08.01.2015 08:15,70051,81457
08.01.2015 08:15 - 08.01.2015 08:30,70137,81806
08.01.2015 08:30 - 08.01.2015 08:45,70204,81713
08.01.2015 08:45 - 08.01.2015 09:00,70328,81625
08.01.2015 09:00 - 08.01.2015 09:15,70467,81647
08.01.2015 09:15 - 08.01.2015 09:30,70787,81592
08.01.2015 09:30 - 08.01.2015 09:45,71106,82006
08.01.2015 09:45 - 08.01.2015 10:00,71295,82149
08.01.2015 10:00 - 08.01.2015 10:15,71367,81817
08.01.2015 10:15 - 08.01.2015 10:30,71550,82007
08.01.2015 10:30 - 08.01.2015 10:45,72033,82314
08.01.2015 10:45 - 08.01.2015 11:00,72350,82759
08.01.2015 11:00 - 08.01.2015 11:15,72793,83181
08.01.2015 11:15 - 08.01.2015 11:30,73217,83313
08.01.2015 11:30 - 08.01.2015 11:45,73435,83490
08.01.2015 11:45 - 08.01.2015 12:00,73506,83178
08.01.2015 12:00 - 08.01.2015 12:15,72952,83000
08.01.2015 12:15 - 08.01.2015 12:30,72543,82965
08.01.2015 12:30 - 08.01.2015 12:45,72619,82778
08.01.2015 12:45 - 08.01.2015 13:00,72484,82519
08.01.2015 13:00 - 08.01.2015 13:15,70599,82798
08.01.2015 13:15 - 08.01.2015 13:30,70222,82368
08.01.2015 13:30 - 08.01.2015 13:45,69802,81977
08.01.2015 13:45 - 08.01.2015 14:00,70936,81512
08.01.2015 14:00 - 08.01.2015 14:15,69135,81351
08.01.2015 14:15 - 08.01.2015 14:30,68839,81409
08.01.2015 14:30 - 08.01.2015 14:45,70148,81166
08.01.2015 14:45 - 08.01.2015 15:00,69558,81183
08.01.2015 15:00 - 08.01.2015 15:15,69872,81160
08.01.2015 15:15 - 08.01.2015 15:30,69854,80784
08.01.2015 15:30 - 08.01.2015 15:45,69615,80631
08.01.2015 15:45 - 08.01.2015 16:00,69301,80475
08.01.2015 16:00 - 08.01.2015 16:15,69835,80585
08.01.2015 16:15 - 08.01.2015 16:30,69904,80994
08.01.2015 16:30 - 08.01.2015 16:45,70356,81342
08.01.2015 16:45 - 08.01.2015 17:00,71511,81995
08.01.2015 17:00 - 08.01.2015 17:15,72798,82901
08.01.2015 17:15 - 08.01.2015 17:30,73573,83393
08.01.2015 17:30 - 08.01.2015 17:45,73848,83774
08.01.2015 17:45 - 08.01.2015 18:00,74134,83993
08.01.2015 18:00 - 08.01.2015 18:15,73922,83089
08.01.2015 18:15 - 08.01.2015 18:30,74054,82900
08.01.2015 18:30 - 08.01.2015 18:45,74102,83107
08.01.2015 18:45 - 08.01.2015 19:00,73694,82775
08.01.2015 19:00 - 08.01.2015 19:15,73066,82391
08.01.2015 19:15 - 08.01.2015 19:30,72459,81250
08.01.2015 19:30 - 08.01.2015 19:45,71688,80717
08.01.2015 19:45 - 08.01.2015 20:00,70819,79821
08.01.2015 20:00 - 08.01.2015 20:15,69508,77863
08.01.2015 20:15 - 08.01.2015 20:30,68142,76640
08.01.2015 20:30 - 08.01.2015 20:45,67013,75724
08.01.2015 20:45 - 08.01.2015 21:00,65902,74812
08.01.2015 21:00 - 08.01.2015 21:15,65177,73317
08.01.2015 21:15 - 08.01.2015 21:30,64863,72470
08.01.2015 21:30 - 08.01.2015 21:45,63922,71546
08.01.2015 21:45 - 08.01.2015 22:00,60858,70600
08.01.2015 22:00 - 08.01.2015 22:15,63225,70811
08.01.2015 22:15 - 08.01.2015 22:30,60870,70109
08.01.2015 22:30 - 08.01.2015 22:45,62078,69096
08.01.2015 22:45 - 08.01.2015 23:00,60958,67789
08.01.2015 23:00 - 08.01.2015 23:15,59697,66702
08.01.2015 23:15 - 08.01.2015 23:30,58579,65606
08.01.2015 23:30 - 08.01.2015 23:45,57593,64464
08.01.2015 23:45 - 09.01.2015 00:00,54635,63048
09.01.2015 00:00 - 09.01.2015 00:15,56172,61183
09.01.2015 00:15 - 09.01.2015 00:30,51930,60259
09.01.2015 00:30 - 09.01.2015 00:45,54376,59843
09.01.2015 00:45 - 09.01.2015 01:00,53917,59247
09.01.2015 01:00 - 09.01.2015 01:15,53390,58470
09.01.2015 01:15 - 09.01.2015 01:30,52804,57850
09.01.2015 01:30 - 09.01.2015 01:45,52438,57569
09.01.2015 01:45 - 09.01.2015 02:00,51878,57293
09.01.2015 02:00 - 09.01.2015 02:15,51629,56728
09.01.2015 02:15 - 09.01.2015 02:30,51334,56540
09.01.2015 02:30 - 09.01.2015 02:45,51766,56593
09.01.2015 02:45 - 09.01.2015 03:00,51330,56781
09.01.2015 03:00 - 09.01.2015 03:15,51671,57067
09.01.2015 03:15 - 09.01.2015 03:30,51638,56788
09.01.2015 03:30 - 09.01.2015 03:45,51723,56855
09.01.2015 03:45 - 09.01.2015 04:00,52043,56849
09.01.2015 04:00 - 09.01.2015 04:15,52603,57433
09.01.2015 04:15 - 09.01.2015 04:30,53184,58106
09.01.2015 04:30 - 09.01.2015 04:45,53646,58756
09.01.2015 04:45 - 09.01.2015 05:00,54086,59178
09.01.2015 05:00 - 09.01.2015 05:15,55188,60992
09.01.2015 05:15 - 09.01.2015 05:30,55246,61747
09.01.2015 05:30 - 09.01.2015 05:45,56078,63095
09.01.2015 05:45 - 09.01.2015 06:00,57278,64140
09.01.2015 06:00 - 09.01.2015 06:15,60022,67548
09.01.2015 06:15 - 09.01.2015 06:30,60012,69746
09.01.2015 06:30 - 09.01.2015 06:45,62411,71474
09.01.2015 06:45 - 09.01.2015 07:00,63584,73342
09.01.2015 07:00 - 09.01.2015 07:15,66421,75899
09.01.2015 07:15 - 09.01.2015 07:30,69083,77255
09.01.2015 07:30 - 09.01.2015 07:45,69879,78036
09.01.2015 07:45 - 09.01.2015 08:00,70667,78937
09.01.2015 08:00 - 09.01.2015 08:15,72221,81130
09.01.2015 08:15 - 09.01.2015 08:30,72141,81416
09.01.2015 08:30 - 09.01.2015 08:45,71652,81282
09.01.2015 08:45 - 09.01.2015 09:00,72246,81251
09.01.2015 09:00 - 09.01.2015 09:15,72300,81223
09.01.2015 09:15 - 09.01.2015 09:30,72073,81197
09.01.2015 09:30 - 09.01.2015 09:45,72677,81445
09.01.2015 09:45 - 09.01.2015 10:00,72739,81840
09.01.2015 10:00 - 09.01.2015 10:15,72684,81865
09.01.2015 10:15 - 09.01.2015 10:30,72421,81724
09.01.2015 10:30 - 09.01.2015 10:45,72991,81867
09.01.2015 10:45 - 09.01.2015 11:00,73124,81977
09.01.2015 11:00 - 09.01.2015 11:15,73723,81515
09.01.2015 11:15 - 09.01.2015 11:30,73626,81831
09.01.2015 11:30 - 09.01.2015 11:45,74194,82090
09.01.2015 11:45 - 09.01.2015 12:00,73777,82221
09.01.2015 12:00 - 09.01.2015 12:15,73014,81560
09.01.2015 12:15 - 09.01.2015 12:30,72928,81158
09.01.2015 12:30 - 09.01.2015 12:45,72702,80846
09.01.2015 12:45 - 09.01.2015 13:00,72457,80569
09.01.2015 13:00 - 09.01.2015 13:15,70320,80129
09.01.2015 13:15 - 09.01.2015 13:30,69832,79723
09.01.2015 13:30 - 09.01.2015 13:45,69605,79444
09.01.2015 13:45 - 09.01.2015 14:00,70665,78691
09.01.2015 14:00 - 09.01.2015 14:15,68766,78689
09.01.2015 14:15 - 09.01.2015 14:30,68592,78487
09.01.2015 14:30 - 09.01.2015 14:45,70660,78354
09.01.2015 14:45 - 09.01.2015 15:00,69780,78107
09.01.2015 15:00 - 09.01.2015 15:15,69928,77911
09.01.2015 15:15 - 09.01.2015 15:30,69563,77584
09.01.2015 15:30 - 09.01.2015 15:45,69285,77490
09.01.2015 15:45 - 09.01.2015 16:00,68900,77380
09.01.2015 16:00 - 09.01.2015 16:15,69754,78025
09.01.2015 16:15 - 09.01.2015 16:30,69541,78521
09.01.2015 16:30 - 09.01.2015 16:45,70287,79036
09.01.2015 16:45 - 09.01.2015 17:00,71136,79828
09.01.2015 17:00 - 09.01.2015 17:15,72613,80913
09.01.2015 17:15 - 09.01.2015 17:30,73014,81368
09.01.2015 17:30 - 09.01.2015 17:45,73360,81534
09.01.2015 17:45 - 09.01.2015 18:00,73544,81584
09.01.2015 18:00 - 09.01.2015 18:15,73472,80954
09.01.2015 18:15 - 09.01.2015 18:30,73087,80444
09.01.2015 18:30 - 09.01.2015 18:45,73422,80428
09.01.2015 18:45 - 09.01.2015 19:00,72931,80045
09.01.2015 19:00 - 09.01.2015 19:15,72283,78891
09.01.2015 19:15 - 09.01.2015 19:30,71727,77821
09.01.2015 19:30 - 09.01.2015 19:45,71167,77099
09.01.2015 19:45 - 09.01.2015 20:00,70379,76094
09.01.2015 20:00 - 09.01.2015 20:15,69185,73723
09.01.2015 20:15 - 09.01.2015 20:30,67914,72504
09.01.2015 20:30 - 09.01.2015 20:45,66663,71719
09.01.2015 20:45 - 09.01.2015 21:00,65551,70402
09.01.2015 21:00 - 09.01.2015 21:15,64544,69528
09.01.2015 21:15 - 09.01.2015 21:30,64521,68890
09.01.2015 21:30 - 09.01.2015 21:45,61171,68209
09.01.2015 21:45 - 09.01.2015 22:00,60458,67096
09.01.2015 22:00 - 09.01.2015 22:15,60546,66952
09.01.2015 22:15 - 09.01.2015 22:30,60753,66313
09.01.2015 22:30 - 09.01.2015 22:45,59884,65513
09.01.2015 22:45 - 09.01.2015 23:00,58733,64343
09.01.2015 23:00 - 09.01.2015 23:15,57626,63106
09.01.2015 23:15 - 09.01.2015 23:30,56624,61960
09.01.2015 23:30 - 09.01.2015 23:45,58134,61025
09.01.2015 23:45 - 10.01.2015 00:00,57202,59820
10.01.2015 00:00 - 10.01.2015 00:15,56864,59040
10.01.2015 00:15 - 10.01.2015 00:30,52242,57876
10.01.2015 00:30 - 10.01.2015 00:45,55228,57381
10.01.2015 00:45 - 10.01.2015 01:00,54708,56637
10.01.2015 01:00 - 10.01.2015 01:15,54210,55607
10.01.2015 01:15 - 10.01.2015 01:30,53539,55249
10.01.2015 01:30 - 10.01.2015 01:45,53014,54883
10.01.2015 01:45 - 10.01.2015 02:00,52438,54252
10.01.2015 02:00 - 10.01.2015 02:15,52189,53041
10.01.2015 02:15 - 10.01.2015 02:30,51879,52696
10.01.2015 02:30 - 10.01.2015 02:45,52162,52664
10.01.2015 02:45 - 10.01.2015 03:00,51617,52761
10.01.2015 03:00 - 10.01.2015 03:15,51709,52796
10.01.2015 03:15 - 10.01.2015 03:30,51497,52561
10.01.2015 03:30 - 10.01.2015 03:45,51485,52566
10.01.2015 03:45 - 10.01.2015 04:00,52296,52735
10.01.2015 04:00 - 10.01.2015 04:15,52336,52878
10.01.2015 04:15 - 10.01.2015 04:30,51997,52790
10.01.2015 04:30 - 10.01.2015 04:45,52043,53039
10.01.2015 04:45 - 10.01.2015 05:00,53127,53192
10.01.2015 05:00 - 10.01.2015 05:15,52356,53321
10.01.2015 05:15 - 10.01.2015 05:30,52252,53363
10.01.2015 05:30 - 10.01.2015 05:45,52217,53399
10.01.2015 05:45 - 10.01.2015 06:00,52313,53527
10.01.2015 06:00 - 10.01.2015 06:15,52650,53457
10.01.2015 06:15 - 10.01.2015 06:30,52380,54025
10.01.2015 06:30 - 10.01.2015 06:45,52954,54661
10.01.2015 06:45 - 10.01.2015 07:00,53100,55382
10.01.2015 07:00 - 10.01.2015 07:15,54720,57096
10.01.2015 07:15 - 10.01.2015 07:30,55549,57902
10.01.2015 07:30 - 10.01.2015 07:45,56453,58986
10.01.2015 07:45 - 10.01.2015 08:00,57374,60423
10.01.2015 08:00 - 10.01.2015 08:15,58754,61878
10.01.2015 08:15 - 10.01.2015 08:30,59193,62820
10.01.2015 08:30 - 10.01.2015 08:45,59601,63773
10.01.2015 08:45 - 10.01.2015 09:00,60519,64757
10.01.2015 09:00 - 10.01.2015 09:15,61653,65713
10.01.2015 09:15 - 10.01.2015 09:30,62242,66377
10.01.2015 09:30 - 10.01.2015 09:45,62971,66902
10.01.2015 09:45 - 10.01.2015 10:00,63273,67412
10.01.2015 10:00 - 10.01.2015 10:15,63755,68186
10.01.2015 10:15 - 10.01.2015 10:30,63980,68631
10.01.2015 10:30 - 10.01.2015 10:45,64303,68680
10.01.2015 10:45 - 10.01.2015 11:00,64729,68917
10.01.2015 11:00 - 10.01.2015 11:15,65362,69816
10.01.2015 11:15 - 10.01.2015 11:30,65546,70393
10.01.2015 11:30 - 10.01.2015 11:45,65896,70636
10.01.2015 11:45 - 10.01.2015 12:00,66067,70728
10.01.2015 12:00 - 10.01.2015 12:15,65018,70399
10.01.2015 12:15 - 10.01.2015 12:30,65032,69862
10.01.2015 12:30 - 10.01.2015 12:45,64566,69541
10.01.2015 12:45 - 10.01.2015 13:00,64231,69234
10.01.2015 13:00 - 10.01.2015 13:15,63726,68409
10.01.2015 13:15 - 10.01.2015 13:30,63193,67797
10.01.2015 13:30 - 10.01.2015 13:45,63044,67185
10.01.2015 13:45 - 10.01.2015 14:00,62349,66415
10.01.2015 14:00 - 10.01.2015 14:15,62522,66271
10.01.2015 14:15 - 10.01.2015 14:30,62247,65905
10.01.2015 14:30 - 10.01.2015 14:45,62485,65324
10.01.2015 14:45 - 10.01.2015 15:00,61755,65384
