"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-AT-LU","Actual Total Load [MW] - BZN|DE-AT-LU"
"05.10.2016 14:30 - 05.10.2016 14:45","71436","76028"
"05.10.2016 14:45 - 05.10.2016 15:00","71809","75861"
"05.10.2016 15:00 - 05.10.2016 15:15","71987","75872"
"05.10.2016 15:15 - 05.10.2016 15:30","71007","75222"
"05.10.2016 15:30 - 05.10.2016 15:45","70709","74689"
"05.10.2016 15:45 - 05.10.2016 16:00","70288","74352"
"05.10.2016 16:00 - 05.10.2016 16:15","70056","73946"
"05.10.2016 16:15 - 05.10.2016 16:30","70246","73834"
"05.10.2016 16:30 - 05.10.2016 16:45","69924","73566"
"05.10.2016 16:45 - 05.10.2016 17:00","69571","73476"
"05.10.2016 17:00 - 05.10.2016 17:15","69833","73582"
"05.10.2016 17:15 - 05.10.2016 17:30","70157","73540"
"05.10.2016 17:30 - 05.10.2016 17:45","70534","73805"
"05.10.2016 17:45 - 05.10.2016 18:00","70653","74266"
"05.10.2016 18:00 - 05.10.2016 18:15","70652","74291"
"05.10.2016 18:15 - 05.10.2016 18:30","70669","74727"
"05.10.2016 18:30 - 05.10.2016 18:45","71056","75621"
"05.10.2016 18:45 - 05.10.2016 19:00","71531","76713"
"05.10.2016 19:00 - 05.10.2016 19:15","72010","77670"
"05.10.2016 19:15 - 05.10.2016 19:30","72357","78342"
"05.10.2016 19:30 - 05.10.2016 19:45","72702","78232"
"05.10.2016 19:45 - 05.10.2016 20:00","72338","77735"
"05.10.2016 20:00 - 05.10.2016 20:15","71096","76581"
"05.10.2016 20:15 - 05.10.2016 20:30","69845","75021"
"05.10.2016 20:30 - 05.10.2016 20:45","68669","73595"
"05.10.2016 20:45 - 05.10.2016 21:00","67670","72421"
"05.10.2016 21:00 - 05.10.2016 21:15","65968","71368"
"05.10.2016 21:15 - 05.10.2016 21:30","65107","70231"
"05.10.2016 21:30 - 05.10.2016 21:45","64204","68887"
"05.10.2016 21:45 - 05.10.2016 22:00","63064","67577"
"05.10.2016 22:00 - 05.10.2016 22:15","62437","67124"
"05.10.2016 22:15 - 05.10.2016 22:30","61385","65734"
"05.10.2016 22:30 - 05.10.2016 22:45","60098","64278"
"05.10.2016 22:45 - 05.10.2016 23:00","58760","62890"
"05.10.2016 23:00 - 05.10.2016 23:15","57141","61450"
"05.10.2016 23:15 - 05.10.2016 23:30","56022","60293"
"05.10.2016 23:30 - 05.10.2016 23:45","54962","59097"
"05.10.2016 23:45 - 06.10.2016 00:00","54034","58225"
"06.10.2016 00:00 - 06.10.2016 00:15","52781","56833"
"06.10.2016 00:15 - 06.10.2016 00:30","52027","55859"
"06.10.2016 00:30 - 06.10.2016 00:45","51551","55450"
"06.10.2016 00:45 - 06.10.2016 01:00","50983","54917"
"06.10.2016 01:00 - 06.10.2016 01:15","50291","54231"
"06.10.2016 01:15 - 06.10.2016 01:30","49812","53695"
"06.10.2016 01:30 - 06.10.2016 01:45","49580","53330"
"06.10.2016 01:45 - 06.10.2016 02:00","49262","53152"
"06.10.2016 02:00 - 06.10.2016 02:15","48927","52842"
"06.10.2016 02:15 - 06.10.2016 02:30","48735","52964"
"06.10.2016 02:30 - 06.10.2016 02:45","48747","53087"
"06.10.2016 02:45 - 06.10.2016 03:00","48853","52811"
"06.10.2016 03:00 - 06.10.2016 03:15","48925","53039"
"06.10.2016 03:15 - 06.10.2016 03:30","48968","53075"
"06.10.2016 03:30 - 06.10.2016 03:45","49116","52942"
"06.10.2016 03:45 - 06.10.2016 04:00","49183","53312"
"06.10.2016 04:00 - 06.10.2016 04:15","49740","53642"
"06.10.2016 04:15 - 06.10.2016 04:30","50148","54324"
"06.10.2016 04:30 - 06.10.2016 04:45","50690","54816"
"06.10.2016 04:45 - 06.10.2016 05:00","51313","55516"
"06.10.2016 05:00 - 06.10.2016 05:15","52955","57555"
"06.10.2016 05:15 - 06.10.2016 05:30","53737","58352"
"06.10.2016 05:30 - 06.10.2016 05:45","55211","59954"
"06.10.2016 05:45 - 06.10.2016 06:00","56817","62080"
"06.10.2016 06:00 - 06.10.2016 06:15","60395","65757"
"06.10.2016 06:15 - 06.10.2016 06:30","62841","68259"
"06.10.2016 06:30 - 06.10.2016 06:45","64894","70856"
"06.10.2016 06:45 - 06.10.2016 07:00","66905","73041"
"06.10.2016 07:00 - 06.10.2016 07:15","68942","75669"
"06.10.2016 07:15 - 06.10.2016 07:30","69914","76576"
"06.10.2016 07:30 - 06.10.2016 07:45","70963","77246"
"06.10.2016 07:45 - 06.10.2016 08:00","71800","77709"
"06.10.2016 08:00 - 06.10.2016 08:15","72575","78275"
"06.10.2016 08:15 - 06.10.2016 08:30","73006","78694"
"06.10.2016 08:30 - 06.10.2016 08:45","73051","79280"
"06.10.2016 08:45 - 06.10.2016 09:00","72961","79442"
"06.10.2016 09:00 - 06.10.2016 09:15","72713","79144"
"06.10.2016 09:15 - 06.10.2016 09:30","72894","79597"
"06.10.2016 09:30 - 06.10.2016 09:45","73401","79995"
"06.10.2016 09:45 - 06.10.2016 10:00","73660","80183"
"06.10.2016 10:00 - 06.10.2016 10:15","73836","80231"
"06.10.2016 10:15 - 06.10.2016 10:30","74435","80480"
"06.10.2016 10:30 - 06.10.2016 10:45","74608","80763"
"06.10.2016 10:45 - 06.10.2016 11:00","74884","81071"
"06.10.2016 11:00 - 06.10.2016 11:15","74722","81394"
"06.10.2016 11:15 - 06.10.2016 11:30","75275","81593"
"06.10.2016 11:30 - 06.10.2016 11:45","75571","81984"
"06.10.2016 11:45 - 06.10.2016 12:00","75100","81850"
"06.10.2016 12:00 - 06.10.2016 12:15","74540","81064"
"06.10.2016 12:15 - 06.10.2016 12:30","74548","80813"
"06.10.2016 12:30 - 06.10.2016 12:45","73990","80717"
"06.10.2016 12:45 - 06.10.2016 13:00","74210","80624"
"06.10.2016 13:00 - 06.10.2016 13:15","73872","80645"
"06.10.2016 13:15 - 06.10.2016 13:30","73900","80278"
"06.10.2016 13:30 - 06.10.2016 13:45","73192","79616"
"06.10.2016 13:45 - 06.10.2016 14:00","72585","78953"
"06.10.2016 14:00 - 06.10.2016 14:15","72313","78919"
"06.10.2016 14:15 - 06.10.2016 14:30","72054","78875"
"06.10.2016 14:30 - 06.10.2016 14:45","71691","78777"
"06.10.2016 14:45 - 06.10.2016 15:00","72210","78459"
"06.10.2016 15:00 - 06.10.2016 15:15","72164","78444"
"06.10.2016 15:15 - 06.10.2016 15:30","71221","78080"
"06.10.2016 15:30 - 06.10.2016 15:45","70738","77724"
"06.10.2016 15:45 - 06.10.2016 16:00","70295","77249"
"06.10.2016 16:00 - 06.10.2016 16:15","70265","76988"
"06.10.2016 16:15 - 06.10.2016 16:30","70461","76672"
"06.10.2016 16:30 - 06.10.2016 16:45","70014","76252"
"06.10.2016 16:45 - 06.10.2016 17:00","69697","76171"
"06.10.2016 17:00 - 06.10.2016 17:15","69779","76211"
"06.10.2016 17:15 - 06.10.2016 17:30","70106","76334"
"06.10.2016 17:30 - 06.10.2016 17:45","70714","76809"
"06.10.2016 17:45 - 06.10.2016 18:00","70622","77114"
"06.10.2016 18:00 - 06.10.2016 18:15","70656","77156"
"06.10.2016 18:15 - 06.10.2016 18:30","70677","77454"
"06.10.2016 18:30 - 06.10.2016 18:45","71080","78082"
"06.10.2016 18:45 - 06.10.2016 19:00","71694","79045"
"06.10.2016 19:00 - 06.10.2016 19:15","72152","79695"
"06.10.2016 19:15 - 06.10.2016 19:30","72578","79682"
"06.10.2016 19:30 - 06.10.2016 19:45","73008","78850"
"06.10.2016 19:45 - 06.10.2016 20:00","72701","78060"
"06.10.2016 20:00 - 06.10.2016 20:15","71490","76809"
"06.10.2016 20:15 - 06.10.2016 20:30","70097","74922"
"06.10.2016 20:30 - 06.10.2016 20:45","68887","73567"
"06.10.2016 20:45 - 06.10.2016 21:00","67882","72232"
"06.10.2016 21:00 - 06.10.2016 21:15","66227","71017"
"06.10.2016 21:15 - 06.10.2016 21:30","65548","69771"
"06.10.2016 21:30 - 06.10.2016 21:45","64433","68489"
"06.10.2016 21:45 - 06.10.2016 22:00","63252","67275"
"06.10.2016 22:00 - 06.10.2016 22:15","62627","66699"
"06.10.2016 22:15 - 06.10.2016 22:30","61382","65366"
"06.10.2016 22:30 - 06.10.2016 22:45","60194","64027"
"06.10.2016 22:45 - 06.10.2016 23:00","58736","62699"
"06.10.2016 23:00 - 06.10.2016 23:15","56957","61366"
"06.10.2016 23:15 - 06.10.2016 23:30","55894","60224"
"06.10.2016 23:30 - 06.10.2016 23:45","54722","59044"
"06.10.2016 23:45 - 07.10.2016 00:00","53896","57931"
"07.10.2016 00:00 - 07.10.2016 00:15","52884","57261"
"07.10.2016 00:15 - 07.10.2016 00:30","52124","56178"
"07.10.2016 00:30 - 07.10.2016 00:45","51693","55362"
"07.10.2016 00:45 - 07.10.2016 01:00","51083","54522"
"07.10.2016 01:00 - 07.10.2016 01:15","50304","54107"
"07.10.2016 01:15 - 07.10.2016 01:30","49873","53827"
"07.10.2016 01:30 - 07.10.2016 01:45","49566","53471"
"07.10.2016 01:45 - 07.10.2016 02:00","49396","53351"
"07.10.2016 02:00 - 07.10.2016 02:15","48987","53086"
"07.10.2016 02:15 - 07.10.2016 02:30","48708","52842"
"07.10.2016 02:30 - 07.10.2016 02:45","48780","52864"
"07.10.2016 02:45 - 07.10.2016 03:00","48795","53175"
"07.10.2016 03:00 - 07.10.2016 03:15","48876","52968"
"07.10.2016 03:15 - 07.10.2016 03:30","49027","52820"
"07.10.2016 03:30 - 07.10.2016 03:45","49049","53104"
"07.10.2016 03:45 - 07.10.2016 04:00","49133","53152"
"07.10.2016 04:00 - 07.10.2016 04:15","49830","53761"
"07.10.2016 04:15 - 07.10.2016 04:30","50111","53953"
"07.10.2016 04:30 - 07.10.2016 04:45","50643","54803"
"07.10.2016 04:45 - 07.10.2016 05:00","51165","55557"
"07.10.2016 05:00 - 07.10.2016 05:15","53035","57180"
"07.10.2016 05:15 - 07.10.2016 05:30","53764","58317"
"07.10.2016 05:30 - 07.10.2016 05:45","54997","59513"
"07.10.2016 05:45 - 07.10.2016 06:00","56749","61225"
"07.10.2016 06:00 - 07.10.2016 06:15","60336","65013"
"07.10.2016 06:15 - 07.10.2016 06:30","62924","67644"
"07.10.2016 06:30 - 07.10.2016 06:45","65053","70039"
"07.10.2016 06:45 - 07.10.2016 07:00","66932","72231"
"07.10.2016 07:00 - 07.10.2016 07:15","69067","74426"
"07.10.2016 07:15 - 07.10.2016 07:30","69303","75771"
"07.10.2016 07:30 - 07.10.2016 07:45","70526","76574"
"07.10.2016 07:45 - 07.10.2016 08:00","71240","77233"
"07.10.2016 08:00 - 07.10.2016 08:15","72456","78139"
"07.10.2016 08:15 - 07.10.2016 08:30","72786","78774"
"07.10.2016 08:30 - 07.10.2016 08:45","72837","79160"
"07.10.2016 08:45 - 07.10.2016 09:00","72598","79112"
"07.10.2016 09:00 - 07.10.2016 09:15","72020","78907"
"07.10.2016 09:15 - 07.10.2016 09:30","72398","78955"
"07.10.2016 09:30 - 07.10.2016 09:45","72809","79070"
"07.10.2016 09:45 - 07.10.2016 10:00","72880","79549"
"07.10.2016 10:00 - 07.10.2016 10:15","72882","80088"
"07.10.2016 10:15 - 07.10.2016 10:30","73463","80340"
"07.10.2016 10:30 - 07.10.2016 10:45","73748","80706"
"07.10.2016 10:45 - 07.10.2016 11:00","74530","80935"
"07.10.2016 11:00 - 07.10.2016 11:15","74286","80764"
"07.10.2016 11:15 - 07.10.2016 11:30","74596","80970"
"07.10.2016 11:30 - 07.10.2016 11:45","74932","81124"
"07.10.2016 11:45 - 07.10.2016 12:00","74324","80942"
"07.10.2016 12:00 - 07.10.2016 12:15","74045","80361"
"07.10.2016 12:15 - 07.10.2016 12:30","73539","79981"
"07.10.2016 12:30 - 07.10.2016 12:45","73008","79603"
"07.10.2016 12:45 - 07.10.2016 13:00","73096","79030"
"07.10.2016 13:00 - 07.10.2016 13:15","72645","78652"
"07.10.2016 13:15 - 07.10.2016 13:30","72491","78051"
"07.10.2016 13:30 - 07.10.2016 13:45","72175","77441"
"07.10.2016 13:45 - 07.10.2016 14:00","71641","76629"
"07.10.2016 14:00 - 07.10.2016 14:15","71205","76162"
"07.10.2016 14:15 - 07.10.2016 14:30","70759","75768"
"07.10.2016 14:30 - 07.10.2016 14:45","70342","75100"
"07.10.2016 14:45 - 07.10.2016 15:00","70785","74817"
"07.10.2016 15:00 - 07.10.2016 15:15","70854","74632"
"07.10.2016 15:15 - 07.10.2016 15:30","69911","74153"
"07.10.2016 15:30 - 07.10.2016 15:45","69560","73623"
"07.10.2016 15:45 - 07.10.2016 16:00","69156","73309"
"07.10.2016 16:00 - 07.10.2016 16:15","69000","73190"
"07.10.2016 16:15 - 07.10.2016 16:30","68862","72627"
"07.10.2016 16:30 - 07.10.2016 16:45","68636","72623"
"07.10.2016 16:45 - 07.10.2016 17:00","68196","72645"
"07.10.2016 17:00 - 07.10.2016 17:15","68537","72626"
"07.10.2016 17:15 - 07.10.2016 17:30","68837","72839"
"07.10.2016 17:30 - 07.10.2016 17:45","69104","73350"
"07.10.2016 17:45 - 07.10.2016 18:00","69126","73551"
"07.10.2016 18:00 - 07.10.2016 18:15","69115","73703"
"07.10.2016 18:15 - 07.10.2016 18:30","69212","74047"
"07.10.2016 18:30 - 07.10.2016 18:45","69650","74880"
"07.10.2016 18:45 - 07.10.2016 19:00","69858","75796"
"07.10.2016 19:00 - 07.10.2016 19:15","70592","76979"
"07.10.2016 19:15 - 07.10.2016 19:30","70904","76711"
"07.10.2016 19:30 - 07.10.2016 19:45","70840","76137"
"07.10.2016 19:45 - 07.10.2016 20:00","70645","75331"
"07.10.2016 20:00 - 07.10.2016 20:15","68910","74218"
"07.10.2016 20:15 - 07.10.2016 20:30","67522","72594"
"07.10.2016 20:30 - 07.10.2016 20:45","66349","71171"
"07.10.2016 20:45 - 07.10.2016 21:00","65349","69774"
"07.10.2016 21:00 - 07.10.2016 21:15","63864","68612"
"07.10.2016 21:15 - 07.10.2016 21:30","63201","67730"
"07.10.2016 21:30 - 07.10.2016 21:45","62326","66316"
"07.10.2016 21:45 - 07.10.2016 22:00","61286","65414"
"07.10.2016 22:00 - 07.10.2016 22:15","60614","64488"
"07.10.2016 22:15 - 07.10.2016 22:30","59663","63715"
"07.10.2016 22:30 - 07.10.2016 22:45","58689","62657"
"07.10.2016 22:45 - 07.10.2016 23:00","57323","61444"
"07.10.2016 23:00 - 07.10.2016 23:15","55737","60146"
"07.10.2016 23:15 - 07.10.2016 23:30","54674","58852"
"07.10.2016 23:30 - 07.10.2016 23:45","53728","57777"
"07.10.2016 23:45 - 08.10.2016 00:00","52717","56704"
"08.10.2016 00:00 - 08.10.2016 00:15","52204","55519"
"08.10.2016 00:15 - 08.10.2016 00:30","51429","54893"
"08.10.2016 00:30 - 08.10.2016 00:45","50789","54076"
"08.10.2016 00:45 - 08.10.2016 01:00","50052","53230"
"08.10.2016 01:00 - 08.10.2016 01:15","49325","52675"
"08.10.2016 01:15 - 08.10.2016 01:30","48881","52220"
"08.10.2016 01:30 - 08.10.2016 01:45","48448","51887"
"08.10.2016 01:45 - 08.10.2016 02:00","48135","51029"
"08.10.2016 02:00 - 08.10.2016 02:15","47719","50648"
"08.10.2016 02:15 - 08.10.2016 02:30","47360","50279"
"08.10.2016 02:30 - 08.10.2016 02:45","47243","50255"
"08.10.2016 02:45 - 08.10.2016 03:00","47150","50014"
"08.10.2016 03:00 - 08.10.2016 03:15","47064","49996"
"08.10.2016 03:15 - 08.10.2016 03:30","46999","50089"
"08.10.2016 03:30 - 08.10.2016 03:45","47004","50197"
"08.10.2016 03:45 - 08.10.2016 04:00","46871","49799"
"08.10.2016 04:00 - 08.10.2016 04:15","47054","49845"
"08.10.2016 04:15 - 08.10.2016 04:30","47182","50040"
"08.10.2016 04:30 - 08.10.2016 04:45","47246","50267"
"08.10.2016 04:45 - 08.10.2016 05:00","47410","50421"
"08.10.2016 05:00 - 08.10.2016 05:15","47921","50888"
"08.10.2016 05:15 - 08.10.2016 05:30","47954","50973"
"08.10.2016 05:30 - 08.10.2016 05:45","48176","51129"
"08.10.2016 05:45 - 08.10.2016 06:00","48368","51310"
"08.10.2016 06:00 - 08.10.2016 06:15","49352","52043"
"08.10.2016 06:15 - 08.10.2016 06:30","49942","52809"
"08.10.2016 06:30 - 08.10.2016 06:45","50664","53489"
"08.10.2016 06:45 - 08.10.2016 07:00","51480","54539"
"08.10.2016 07:00 - 08.10.2016 07:15","53106","55543"
"08.10.2016 07:15 - 08.10.2016 07:30","53795","56143"
"08.10.2016 07:30 - 08.10.2016 07:45","55343","57062"
"08.10.2016 07:45 - 08.10.2016 08:00","56402","58156"
"08.10.2016 08:00 - 08.10.2016 08:15","57777","59071"
"08.10.2016 08:15 - 08.10.2016 08:30","58632","60103"
"08.10.2016 08:30 - 08.10.2016 08:45","59442","61094"
"08.10.2016 08:45 - 08.10.2016 09:00","60186","61947"
"08.10.2016 09:00 - 08.10.2016 09:15","60802","62970"
"08.10.2016 09:15 - 08.10.2016 09:30","61442","63531"
"08.10.2016 09:30 - 08.10.2016 09:45","61861","63990"
"08.10.2016 09:45 - 08.10.2016 10:00","62265","64533"
"08.10.2016 10:00 - 08.10.2016 10:15","62604","64920"
"08.10.2016 10:15 - 08.10.2016 10:30","63014","65126"
"08.10.2016 10:30 - 08.10.2016 10:45","62977","65480"
"08.10.2016 10:45 - 08.10.2016 11:00","63299","65822"
"08.10.2016 11:00 - 08.10.2016 11:15","64259","65900"
"08.10.2016 11:15 - 08.10.2016 11:30","63833","65982"
"08.10.2016 11:30 - 08.10.2016 11:45","64185","66366"
"08.10.2016 11:45 - 08.10.2016 12:00","63399","66197"
"08.10.2016 12:00 - 08.10.2016 12:15","63275","66168"
"08.10.2016 12:15 - 08.10.2016 12:30","63141","65776"
"08.10.2016 12:30 - 08.10.2016 12:45","62210","65660"
"08.10.2016 12:45 - 08.10.2016 13:00","62043","65489"
"08.10.2016 13:00 - 08.10.2016 13:15","60978","64860"
"08.10.2016 13:15 - 08.10.2016 13:30","60793","64194"
"08.10.2016 13:30 - 08.10.2016 13:45","60579","63713"
"08.10.2016 13:45 - 08.10.2016 14:00","59756","62945"
"08.10.2016 14:00 - 08.10.2016 14:15","59227","62500"
"08.10.2016 14:15 - 08.10.2016 14:30","58786","62093"
"08.10.2016 14:30 - 08.10.2016 14:45","58609","61800"
"08.10.2016 14:45 - 08.10.2016 15:00","58998","61461"
"08.10.2016 15:00 - 08.10.2016 15:15","59100","61249"
"08.10.2016 15:15 - 08.10.2016 15:30","58234","60998"
"08.10.2016 15:30 - 08.10.2016 15:45","58080","60703"
"08.10.2016 15:45 - 08.10.2016 16:00","58037","60599"
"08.10.2016 16:00 - 08.10.2016 16:15","58003","60704"
"08.10.2016 16:15 - 08.10.2016 16:30","58376","60717"
"08.10.2016 16:30 - 08.10.2016 16:45","58351","60801"
"08.10.2016 16:45 - 08.10.2016 17:00","57887","60836"
"08.10.2016 17:00 - 08.10.2016 17:15","58233","61450"
"08.10.2016 17:15 - 08.10.2016 17:30","58696","61517"
"08.10.2016 17:30 - 08.10.2016 17:45","59320","61782"
"08.10.2016 17:45 - 08.10.2016 18:00","59697","62209"
"08.10.2016 18:00 - 08.10.2016 18:15","60333","63101"
"08.10.2016 18:15 - 08.10.2016 18:30","60782","63466"
"08.10.2016 18:30 - 08.10.2016 18:45","61143","64162"
"08.10.2016 18:45 - 08.10.2016 19:00","61816","65175"
"08.10.2016 19:00 - 08.10.2016 19:15","62449","66073"
"08.10.2016 19:15 - 08.10.2016 19:30","62840","66095"
"08.10.2016 19:30 - 08.10.2016 19:45","62514","65734"
"08.10.2016 19:45 - 08.10.2016 20:00","61783","65331"
"08.10.2016 20:00 - 08.10.2016 20:15","61047","64101"
"08.10.2016 20:15 - 08.10.2016 20:30","60132","62612"
"08.10.2016 20:30 - 08.10.2016 20:45","58749","61346"
"08.10.2016 20:45 - 08.10.2016 21:00","58197","60352"
"08.10.2016 21:00 - 08.10.2016 21:15","56884","59424"
"08.10.2016 21:15 - 08.10.2016 21:30","56181","58703"
"08.10.2016 21:30 - 08.10.2016 21:45","55959","58127"
"08.10.2016 21:45 - 08.10.2016 22:00","55764","57423"
"08.10.2016 22:00 - 08.10.2016 22:15","55895","57450"
"08.10.2016 22:15 - 08.10.2016 22:30","55291","57068"
"08.10.2016 22:30 - 08.10.2016 22:45","54376","56352"
"08.10.2016 22:45 - 08.10.2016 23:00","53405","55269"
"08.10.2016 23:00 - 08.10.2016 23:15","51924","54378"
"08.10.2016 23:15 - 08.10.2016 23:30","51179","53348"
"08.10.2016 23:30 - 08.10.2016 23:45","50300","52488"
"08.10.2016 23:45 - 09.10.2016 00:00","49362","51154"
"09.10.2016 00:00 - 09.10.2016 00:15","47254","50335"
"09.10.2016 00:15 - 09.10.2016 00:30","46612","49286"
"09.10.2016 00:30 - 09.10.2016 00:45","46069","48593"
"09.10.2016 00:45 - 09.10.2016 01:00","45456","47925"
"09.10.2016 01:00 - 09.10.2016 01:15","44668","47356"
"09.10.2016 01:15 - 09.10.2016 01:30","44256","47091"
"09.10.2016 01:30 - 09.10.2016 01:45","43878","46801"
"09.10.2016 01:45 - 09.10.2016 02:00","43574","46259"
"09.10.2016 02:00 - 09.10.2016 02:15","43276","46413"
"09.10.2016 02:15 - 09.10.2016 02:30","42940","45834"
"09.10.2016 02:30 - 09.10.2016 02:45","42769","45678"
"09.10.2016 02:45 - 09.10.2016 03:00","42645","45419"
"09.10.2016 03:00 - 09.10.2016 03:15","42607","45454"
"09.10.2016 03:15 - 09.10.2016 03:30","42532","45535"
"09.10.2016 03:30 - 09.10.2016 03:45","42660","45467"
"09.10.2016 03:45 - 09.10.2016 04:00","42564","45397"
"09.10.2016 04:00 - 09.10.2016 04:15","42652","45870"
"09.10.2016 04:15 - 09.10.2016 04:30","42693","46044"
"09.10.2016 04:30 - 09.10.2016 04:45","42899","46113"
"09.10.2016 04:45 - 09.10.2016 05:00","42978","46094"
"09.10.2016 05:00 - 09.10.2016 05:15","43510","46033"
"09.10.2016 05:15 - 09.10.2016 05:30","43332","45819"
"09.10.2016 05:30 - 09.10.2016 05:45","43378","45754"
"09.10.2016 05:45 - 09.10.2016 06:00","43415","45831"
"09.10.2016 06:00 - 09.10.2016 06:15","43686","46125"
"09.10.2016 06:15 - 09.10.2016 06:30","43996","46468"
"09.10.2016 06:30 - 09.10.2016 06:45","44537","47022"
"09.10.2016 06:45 - 09.10.2016 07:00","44881","47520"
"09.10.2016 07:00 - 09.10.2016 07:15","46196","48358"
"09.10.2016 07:15 - 09.10.2016 07:30","46747","48616"
"09.10.2016 07:30 - 09.10.2016 07:45","47770","49096"
"09.10.2016 07:45 - 09.10.2016 08:00","48721","49844"
"09.10.2016 08:00 - 09.10.2016 08:15","49917","50970"
"09.10.2016 08:15 - 09.10.2016 08:30","50783","52014"
"09.10.2016 08:30 - 09.10.2016 08:45","51604","53060"
"09.10.2016 08:45 - 09.10.2016 09:00","52345","53677"
"09.10.2016 09:00 - 09.10.2016 09:15","53449","54560"
"09.10.2016 09:15 - 09.10.2016 09:30","54096","55258"
"09.10.2016 09:30 - 09.10.2016 09:45","54838","56178"
"09.10.2016 09:45 - 09.10.2016 10:00","55258","57012"
"09.10.2016 10:00 - 09.10.2016 10:15","55732","57688"
"09.10.2016 10:15 - 09.10.2016 10:30","56232","58236"
"09.10.2016 10:30 - 09.10.2016 10:45","56835","58772"
"09.10.2016 10:45 - 09.10.2016 11:00","57357","59304"
"09.10.2016 11:00 - 09.10.2016 11:15","58099","60092"
"09.10.2016 11:15 - 09.10.2016 11:30","58621","60698"
"09.10.2016 11:30 - 09.10.2016 11:45","59169","61439"
"09.10.2016 11:45 - 09.10.2016 12:00","58568","61382"
"09.10.2016 12:00 - 09.10.2016 12:15","58350","60998"
"09.10.2016 12:15 - 09.10.2016 12:30","58245","60559"
"09.10.2016 12:30 - 09.10.2016 12:45","57242","59808"
"09.10.2016 12:45 - 09.10.2016 13:00","57039","59291"
"09.10.2016 13:00 - 09.10.2016 13:15","56255","58838"
"09.10.2016 13:15 - 09.10.2016 13:30","56168","58098"
"09.10.2016 13:30 - 09.10.2016 13:45","55677","57439"
"09.10.2016 13:45 - 09.10.2016 14:00","54953","56814"
"09.10.2016 14:00 - 09.10.2016 14:15","54653","56599"
"09.10.2016 14:15 - 09.10.2016 14:30","54010","56248"
"09.10.2016 14:30 - 09.10.2016 14:45","53822","56172"
"09.10.2016 14:45 - 09.10.2016 15:00","54029","55514"
"09.10.2016 15:00 - 09.10.2016 15:15","54270","55574"
"09.10.2016 15:15 - 09.10.2016 15:30","53733","55064"
"09.10.2016 15:30 - 09.10.2016 15:45","53585","55088"
"09.10.2016 15:45 - 09.10.2016 16:00","53543","55190"
"09.10.2016 16:00 - 09.10.2016 16:15","53699","55003"
"09.10.2016 16:15 - 09.10.2016 16:30","54019","54997"
"09.10.2016 16:30 - 09.10.2016 16:45","54096","55218"
"09.10.2016 16:45 - 09.10.2016 17:00","53941","55419"
"09.10.2016 17:00 - 09.10.2016 17:15","54767","56304"
"09.10.2016 17:15 - 09.10.2016 17:30","55331","56608"
"09.10.2016 17:30 - 09.10.2016 17:45","56169","57317"
"09.10.2016 17:45 - 09.10.2016 18:00","56406","57907"
"09.10.2016 18:00 - 09.10.2016 18:15","57391","58997"
"09.10.2016 18:15 - 09.10.2016 18:30","57978","59603"
"09.10.2016 18:30 - 09.10.2016 18:45","58521","60444"
"09.10.2016 18:45 - 09.10.2016 19:00","59194","61922"
"09.10.2016 19:00 - 09.10.2016 19:15","60270","62991"
"09.10.2016 19:15 - 09.10.2016 19:30","60660","62965"
"09.10.2016 19:30 - 09.10.2016 19:45","60562","62949"
"09.10.2016 19:45 - 09.10.2016 20:00","59865","62397"
"09.10.2016 20:00 - 09.10.2016 20:15","59519","61958"
"09.10.2016 20:15 - 09.10.2016 20:30","58818","60835"
"09.10.2016 20:30 - 09.10.2016 20:45","57467","59852"
"09.10.2016 20:45 - 09.10.2016 21:00","56931","59072"
"09.10.2016 21:00 - 09.10.2016 21:15","55921","58525"
"09.10.2016 21:15 - 09.10.2016 21:30","55433","57845"
"09.10.2016 21:30 - 09.10.2016 21:45","55463","57428"
"09.10.2016 21:45 - 09.10.2016 22:00","55392","57289"
"09.10.2016 22:00 - 09.10.2016 22:15","55692","58010"
"09.10.2016 22:15 - 09.10.2016 22:30","55109","57797"
"09.10.2016 22:30 - 09.10.2016 22:45","54089","57041"
"09.10.2016 22:45 - 09.10.2016 23:00","53080","55808"
"09.10.2016 23:00 - 09.10.2016 23:15","51697","55193"
"09.10.2016 23:15 - 09.10.2016 23:30","50780","54305"
"09.10.2016 23:30 - 09.10.2016 23:45","49947","53299"
"09.10.2016 23:45 - 10.10.2016 00:00","49061","52512"
"10.10.2016 00:00 - 10.10.2016 00:15","47191","51979"
"10.10.2016 00:15 - 10.10.2016 00:30","46694","51048"
"10.10.2016 00:30 - 10.10.2016 00:45","46157","50551"
"10.10.2016 00:45 - 10.10.2016 01:00","45713","50064"
"10.10.2016 01:00 - 10.10.2016 01:15","45061","49560"
"10.10.2016 01:15 - 10.10.2016 01:30","44795","48889"
"10.10.2016 01:30 - 10.10.2016 01:45","44572","48704"
"10.10.2016 01:45 - 10.10.2016 02:00","44554","48581"
"10.10.2016 02:00 - 10.10.2016 02:15","44380","48467"
"10.10.2016 02:15 - 10.10.2016 02:30","44191","48166"
"10.10.2016 02:30 - 10.10.2016 02:45","44218","48134"
"10.10.2016 02:45 - 10.10.2016 03:00","44280","48261"
"10.10.2016 03:00 - 10.10.2016 03:15","44444","48604"
