Time (CET/CEST),Day-ahead Total Load Forecast [MW],Actual Total Load [MW]
01.12.2021 03:45 - 01.12.2021 04:00,55497,54595
01.12.2021 04:00 - 01.12.2021 04:15,56217,55189
01.12.2021 04:15 - 01.12.2021 04:30,56524,55335
01.12.2021 04:30 - 01.12.2021 04:45,56995,56002
01.12.2021 04:45 - 01.12.2021 05:00,57436,57047
01.12.2021 05:00 - 01.12.2021 05:15,58436,58413
01.12.2021 05:15 - 01.12.2021 05:30,59678,59040
01.12.2021 05:30 - 01.12.2021 05:45,60864,60162
01.12.2021 05:45 - 01.12.2021 06:00,62037,61991
01.12.2021 06:00 - 01.12.2021 06:15,64377,64882
01.12.2021 06:15 - 01.12.2021 06:30,67538,67175
01.12.2021 06:30 - 01.12.2021 06:45,69035,68517
01.12.2021 06:45 - 01.12.2021 07:00,70584,70789
01.12.2021 07:00 - 01.12.2021 07:15,72850,72445
01.12.2021 07:15 - 01.12.2021 07:30,68557,73839
01.12.2021 07:30 - 01.12.2021 07:45,69300,74976
01.12.2021 07:45 - 01.12.2021 08:00,69954,75973
01.12.2021 08:00 - 01.12.2021 08:15,70895,76862
01.12.2021 08:15 - 01.12.2021 08:30,71562,77546
01.12.2021 08:30 - 01.12.2021 08:45,71807,77907
01.12.2021 08:45 - 01.12.2021 09:00,72148,78008
01.12.2021 09:00 - 01.12.2021 09:15,71852,77860
01.12.2021 09:15 - 01.12.2021 09:30,72368,77842
01.12.2021 09:30 - 01.12.2021 09:45,72894,78131
01.12.2021 09:45 - 01.12.2021 10:00,72978,78816
01.12.2021 10:00 - 01.12.2021 10:15,73111,79118
01.12.2021 10:15 - 01.12.2021 10:30,73149,79098
01.12.2021 10:30 - 01.12.2021 10:45,73331,79407
01.12.2021 10:45 - 01.12.2021 11:00,73439,79807
01.12.2021 11:00 - 01.12.2021 11:15,73603,80060
01.12.2021 11:15 - 01.12.2021 11:30,73818,80210
01.12.2021 11:30 - 01.12.2021 11:45,74057,80452
01.12.2021 11:45 - 01.12.2021 12:00,74061,80733
01.12.2021 12:00 - 01.12.2021 12:15,73880,80219
01.12.2021 12:15 - 01.12.2021 12:30,73733,79638
01.12.2021 12:30 - 01.12.2021 12:45,73483,79485
01.12.2021 12:45 - 01.12.2021 13:00,73788,79422
01.12.2021 13:00 - 01.12.2021 13:15,73705,79354
01.12.2021 13:15 - 01.12.2021 13:30,73296,79322
01.12.2021 13:30 - 01.12.2021 13:45,72651,78704
01.12.2021 13:45 - 01.12.2021 14:00,72410,78345
01.12.2021 14:00 - 01.12.2021 14:15,72240,78588
01.12.2021 14:15 - 01.12.2021 14:30,71893,78474
01.12.2021 14:30 - 01.12.2021 14:45,71477,78260
01.12.2021 14:45 - 01.12.2021 15:00,71092,78027
01.12.2021 15:00 - 01.12.2021 15:15,71528,78143
01.12.2021 15:15 - 01.12.2021 15:30,71328,77915
01.12.2021 15:30 - 01.12.2021 15:45,71250,77823
01.12.2021 15:45 - 01.12.2021 16:00,71253,77553
01.12.2021 16:00 - 01.12.2021 16:15,71781,77751
01.12.2021 16:15 - 01.12.2021 16:30,71981,78147
01.12.2021 16:30 - 01.12.2021 16:45,72436,78538
01.12.2021 16:45 - 01.12.2021 17:00,73108,78968
01.12.2021 17:00 - 01.12.2021 17:15,73849,79839
01.12.2021 17:15 - 01.12.2021 17:30,73920,80156
01.12.2021 17:30 - 01.12.2021 17:45,73962,79978
01.12.2021 17:45 - 01.12.2021 18:00,74033,79677
01.12.2021 18:00 - 01.12.2021 18:15,73171,79333
01.12.2021 18:15 - 01.12.2021 18:30,72882,78555
01.12.2021 18:30 - 01.12.2021 18:45,72500,78415
01.12.2021 18:45 - 01.12.2021 19:00,72477,78050
01.12.2021 19:00 - 01.12.2021 19:15,71764,76486
01.12.2021 19:15 - 01.12.2021 19:30,71347,75626
01.12.2021 19:30 - 01.12.2021 19:45,70736,74785
01.12.2021 19:45 - 01.12.2021 20:00,70321,73863
01.12.2021 20:00 - 01.12.2021 20:15,69164,72819
01.12.2021 20:15 - 01.12.2021 20:30,68352,71698
01.12.2021 20:30 - 01.12.2021 20:45,67570,70300
01.12.2021 20:45 - 01.12.2021 21:00,66826,69439
01.12.2021 21:00 - 01.12.2021 21:15,65877,68290
01.12.2021 21:15 - 01.12.2021 21:30,65325,67314
01.12.2021 21:30 - 01.12.2021 21:45,64767,66280
01.12.2021 21:45 - 01.12.2021 22:00,64064,65282
01.12.2021 22:00 - 01.12.2021 22:15,63525,64993
01.12.2021 22:15 - 01.12.2021 22:30,62946,64220
01.12.2021 22:30 - 01.12.2021 22:45,62030,63107
01.12.2021 22:45 - 01.12.2021 23:00,61219,61825
01.12.2021 23:00 - 01.12.2021 23:15,59873,60471
01.12.2021 23:15 - 01.12.2021 23:30,58975,59785
01.12.2021 23:30 - 01.12.2021 23:45,58748,58949
01.12.2021 23:45 - 02.12.2021 00:00,58380,57993
02.12.2021 00:00 - 02.12.2021 00:15,56311,57716
02.12.2021 00:15 - 02.12.2021 00:30,55664,57176
02.12.2021 00:30 - 02.12.2021 00:45,55136,56592
02.12.2021 00:45 - 02.12.2021 01:00,54580,56020
02.12.2021 01:00 - 02.12.2021 01:15,53883,55412
02.12.2021 01:15 - 02.12.2021 01:30,53722,55180
02.12.2021 01:30 - 02.12.2021 01:45,53602,54969
02.12.2021 01:45 - 02.12.2021 02:00,53522,54713
02.12.2021 02:00 - 02.12.2021 02:15,53216,54476
02.12.2021 02:15 - 02.12.2021 02:30,53311,54407
02.12.2021 02:30 - 02.12.2021 02:45,53409,54576
02.12.2021 02:45 - 02.12.2021 03:00,53712,54480
02.12.2021 03:00 - 02.12.2021 03:15,54124,54490
02.12.2021 03:15 - 02.12.2021 03:30,54285,54668
02.12.2021 03:30 - 02.12.2021 03:45,54621,54789
02.12.2021 03:45 - 02.12.2021 04:00,54865,54937
02.12.2021 04:00 - 02.12.2021 04:15,55715,56052
02.12.2021 04:15 - 02.12.2021 04:30,55984,56739
02.12.2021 04:30 - 02.12.2021 04:45,56318,57256
02.12.2021 04:45 - 02.12.2021 05:00,57130,57413
02.12.2021 05:00 - 02.12.2021 05:15,58433,59032
02.12.2021 05:15 - 02.12.2021 05:30,59122,59427
02.12.2021 05:30 - 02.12.2021 05:45,60353,60482
02.12.2021 05:45 - 02.12.2021 06:00,61717,62086
02.12.2021 06:00 - 02.12.2021 06:15,64040,65394
02.12.2021 06:15 - 02.12.2021 06:30,66102,67388
02.12.2021 06:30 - 02.12.2021 06:45,67691,69286
02.12.2021 06:45 - 02.12.2021 07:00,69402,70401
02.12.2021 07:00 - 02.12.2021 07:15,71494,72655
02.12.2021 07:15 - 02.12.2021 07:30,72967,73774
02.12.2021 07:30 - 02.12.2021 07:45,73801,74739
02.12.2021 07:45 - 02.12.2021 08:00,74958,75224
02.12.2021 08:00 - 02.12.2021 08:15,75554,76491
02.12.2021 08:15 - 02.12.2021 08:30,76063,77459
02.12.2021 08:30 - 02.12.2021 08:45,76226,77820
02.12.2021 08:45 - 02.12.2021 09:00,76236,77695
02.12.2021 09:00 - 02.12.2021 09:15,75983,77798
02.12.2021 09:15 - 02.12.2021 09:30,76101,78421
02.12.2021 09:30 - 02.12.2021 09:45,76226,78585
02.12.2021 09:45 - 02.12.2021 10:00,76422,78555
02.12.2021 10:00 - 02.12.2021 10:15,76452,78431
02.12.2021 10:15 - 02.12.2021 10:30,76743,78560
02.12.2021 10:30 - 02.12.2021 10:45,77086,78881
02.12.2021 10:45 - 02.12.2021 11:00,77522,78977
02.12.2021 11:00 - 02.12.2021 11:15,77771,79131
02.12.2021 11:15 - 02.12.2021 11:30,78266,79285
02.12.2021 11:30 - 02.12.2021 11:45,78267,79427
02.12.2021 11:45 - 02.12.2021 12:00,78313,79246
02.12.2021 12:00 - 02.12.2021 12:15,78141,79193
02.12.2021 12:15 - 02.12.2021 12:30,77906,79044
02.12.2021 12:30 - 02.12.2021 12:45,77855,79012
02.12.2021 12:45 - 02.12.2021 13:00,77629,79062
02.12.2021 13:00 - 02.12.2021 13:15,77322,79000
02.12.2021 13:15 - 02.12.2021 13:30,76973,78404
02.12.2021 13:30 - 02.12.2021 13:45,76366,77955
02.12.2021 13:45 - 02.12.2021 14:00,75932,77549
02.12.2021 14:00 - 02.12.2021 14:15,75918,77286
02.12.2021 14:15 - 02.12.2021 14:30,76074,77052
02.12.2021 14:30 - 02.12.2021 14:45,75725,76778
02.12.2021 14:45 - 02.12.2021 15:00,75370,76476
02.12.2021 15:00 - 02.12.2021 15:15,75313,76326
02.12.2021 15:15 - 02.12.2021 15:30,74860,76147
02.12.2021 15:30 - 02.12.2021 15:45,74814,76119
02.12.2021 15:45 - 02.12.2021 16:00,74684,76122
02.12.2021 16:00 - 02.12.2021 16:15,74532,76491
02.12.2021 16:15 - 02.12.2021 16:30,74605,76879
02.12.2021 16:30 - 02.12.2021 16:45,74911,77501
02.12.2021 16:45 - 02.12.2021 17:00,75012,78226
02.12.2021 17:00 - 02.12.2021 17:15,75411,78596
02.12.2021 17:15 - 02.12.2021 17:30,75459,79071
02.12.2021 17:30 - 02.12.2021 17:45,75530,78932
02.12.2021 17:45 - 02.12.2021 18:00,75182,78905
02.12.2021 18:00 - 02.12.2021 18:15,74740,78740
02.12.2021 18:15 - 02.12.2021 18:30,74326,78359
02.12.2021 18:30 - 02.12.2021 18:45,73876,78149
02.12.2021 18:45 - 02.12.2021 19:00,73381,77639
02.12.2021 19:00 - 02.12.2021 19:15,72444,76988
02.12.2021 19:15 - 02.12.2021 19:30,71814,76094
02.12.2021 19:30 - 02.12.2021 19:45,70972,75300
02.12.2021 19:45 - 02.12.2021 20:00,70458,74430
02.12.2021 20:00 - 02.12.2021 20:15,69329,73235
02.12.2021 20:15 - 02.12.2021 20:30,68415,72443
02.12.2021 20:30 - 02.12.2021 20:45,67280,71161
02.12.2021 20:45 - 02.12.2021 21:00,66493,70013
02.12.2021 21:00 - 02.12.2021 21:15,65762,68958
02.12.2021 21:15 - 02.12.2021 21:30,65161,68213
02.12.2021 21:30 - 02.12.2021 21:45,64141,67019
02.12.2021 21:45 - 02.12.2021 22:00,63527,65828
02.12.2021 22:00 - 02.12.2021 22:15,63161,65444
02.12.2021 22:15 - 02.12.2021 22:30,62534,65278
02.12.2021 22:30 - 02.12.2021 22:45,61348,64182
02.12.2021 22:45 - 02.12.2021 23:00,60679,63270
02.12.2021 23:00 - 02.12.2021 23:15,59952,62250
02.12.2021 23:15 - 02.12.2021 23:30,58906,61208
02.12.2021 23:30 - 02.12.2021 23:45,57942,60418
02.12.2021 23:45 - 03.12.2021 00:00,57407,59908
03.12.2021 00:00 - 03.12.2021 00:15,59349,59169
03.12.2021 00:15 - 03.12.2021 00:30,58801,58805
03.12.2021 00:30 - 03.12.2021 00:45,58183,58468
03.12.2021 00:45 - 03.12.2021 01:00,57668,57801
03.12.2021 01:00 - 03.12.2021 01:15,56953,57316
03.12.2021 01:15 - 03.12.2021 01:30,56692,56886
03.12.2021 01:30 - 03.12.2021 01:45,56262,56371
03.12.2021 01:45 - 03.12.2021 02:00,55963,56012
03.12.2021 02:00 - 03.12.2021 02:15,55337,56052
03.12.2021 02:15 - 03.12.2021 02:30,55238,56241
03.12.2021 02:30 - 03.12.2021 02:45,55354,56266
03.12.2021 02:45 - 03.12.2021 03:00,55365,56344
03.12.2021 03:00 - 03.12.2021 03:15,55276,56569
03.12.2021 03:15 - 03.12.2021 03:30,55303,56695
03.12.2021 03:30 - 03.12.2021 03:45,55614,56732
03.12.2021 03:45 - 03.12.2021 04:00,55684,56935
03.12.2021 04:00 - 03.12.2021 04:15,56562,57297
03.12.2021 04:15 - 03.12.2021 04:30,56764,57595
03.12.2021 04:30 - 03.12.2021 04:45,56928,57928
03.12.2021 04:45 - 03.12.2021 05:00,57332,58918
03.12.2021 05:00 - 03.12.2021 05:15,58309,60004
03.12.2021 05:15 - 03.12.2021 05:30,58433,60613
03.12.2021 05:30 - 03.12.2021 05:45,59158,61347
03.12.2021 05:45 - 03.12.2021 06:00,60369,63087
03.12.2021 06:00 - 03.12.2021 06:15,62440,65775
03.12.2021 06:15 - 03.12.2021 06:30,63905,67712
03.12.2021 06:30 - 03.12.2021 06:45,65296,69323
03.12.2021 06:45 - 03.12.2021 07:00,66889,70668
03.12.2021 07:00 - 03.12.2021 07:15,68759,72514
03.12.2021 07:15 - 03.12.2021 07:30,71824,73735
03.12.2021 07:30 - 03.12.2021 07:45,72655,74942
03.12.2021 07:45 - 03.12.2021 08:00,73353,75646
03.12.2021 08:00 - 03.12.2021 08:15,74354,76894
03.12.2021 08:15 - 03.12.2021 08:30,74780,77524
03.12.2021 08:30 - 03.12.2021 08:45,75086,77984
03.12.2021 08:45 - 03.12.2021 09:00,75358,78147
03.12.2021 09:00 - 03.12.2021 09:15,75161,77494
03.12.2021 09:15 - 03.12.2021 09:30,75479,77554
03.12.2021 09:30 - 03.12.2021 09:45,75902,77849
03.12.2021 09:45 - 03.12.2021 10:00,75996,78054
03.12.2021 10:00 - 03.12.2021 10:15,76103,77667
03.12.2021 10:15 - 03.12.2021 10:30,76433,77779
03.12.2021 10:30 - 03.12.2021 10:45,76670,78059
03.12.2021 10:45 - 03.12.2021 11:00,76777,78284
03.12.2021 11:00 - 03.12.2021 11:15,76932,78367
03.12.2021 11:15 - 03.12.2021 11:30,77200,78596
03.12.2021 11:30 - 03.12.2021 11:45,77120,78840
03.12.2021 11:45 - 03.12.2021 12:00,77268,78760
03.12.2021 12:00 - 03.12.2021 12:15,77035,78606
03.12.2021 12:15 - 03.12.2021 12:30,76586,78597
03.12.2021 12:30 - 03.12.2021 12:45,76299,78358
03.12.2021 12:45 - 03.12.2021 13:00,76124,78044
03.12.2021 13:00 - 03.12.2021 13:15,75772,77763
03.12.2021 13:15 - 03.12.2021 13:30,75339,77018
03.12.2021 13:30 - 03.12.2021 13:45,74721,76590
03.12.2021 13:45 - 03.12.2021 14:00,74204,75736
03.12.2021 14:00 - 03.12.2021 14:15,73959,75592
03.12.2021 14:15 - 03.12.2021 14:30,73713,75559
03.12.2021 14:30 - 03.12.2021 14:45,73519,75474
03.12.2021 14:45 - 03.12.2021 15:00,73264,75236
03.12.2021 15:00 - 03.12.2021 15:15,73195,75440
03.12.2021 15:15 - 03.12.2021 15:30,73130,75285
03.12.2021 15:30 - 03.12.2021 15:45,73105,75434
03.12.2021 15:45 - 03.12.2021 16:00,73051,75573
03.12.2021 16:00 - 03.12.2021 16:15,73691,75885
03.12.2021 16:15 - 03.12.2021 16:30,74003,76909
03.12.2021 16:30 - 03.12.2021 16:45,74642,77763
03.12.2021 16:45 - 03.12.2021 17:00,75112,78312
03.12.2021 17:00 - 03.12.2021 17:15,75891,79063
03.12.2021 17:15 - 03.12.2021 17:30,75779,79481
03.12.2021 17:30 - 03.12.2021 17:45,75836,79433
03.12.2021 17:45 - 03.12.2021 18:00,76174,79627
03.12.2021 18:00 - 03.12.2021 18:15,75707,79365
03.12.2021 18:15 - 03.12.2021 18:30,75091,79006
03.12.2021 18:30 - 03.12.2021 18:45,74731,78863
03.12.2021 18:45 - 03.12.2021 19:00,74811,78342
03.12.2021 19:00 - 03.12.2021 19:15,74166,77722
03.12.2021 19:15 - 03.12.2021 19:30,73506,76787
03.12.2021 19:30 - 03.12.2021 19:45,72832,75926
03.12.2021 19:45 - 03.12.2021 20:00,72278,74565
03.12.2021 20:00 - 03.12.2021 20:15,70954,73635
03.12.2021 20:15 - 03.12.2021 20:30,70113,72326
03.12.2021 20:30 - 03.12.2021 20:45,69301,71145
03.12.2021 20:45 - 03.12.2021 21:00,68697,70013
03.12.2021 21:00 - 03.12.2021 21:15,67565,69205
03.12.2021 21:15 - 03.12.2021 21:30,66889,68215
03.12.2021 21:30 - 03.12.2021 21:45,66167,67269
03.12.2021 21:45 - 03.12.2021 22:00,65338,66194
03.12.2021 22:00 - 03.12.2021 22:15,65302,65354
03.12.2021 22:15 - 03.12.2021 22:30,64033,64831
03.12.2021 22:30 - 03.12.2021 22:45,63153,63636
03.12.2021 22:45 - 03.12.2021 23:00,62334,62713
03.12.2021 23:00 - 03.12.2021 23:15,60808,61426
03.12.2021 23:15 - 03.12.2021 23:30,59927,60690
03.12.2021 23:30 - 03.12.2021 23:45,59588,59911
03.12.2021 23:45 - 04.12.2021 00:00,58700,59067
04.12.2021 00:00 - 04.12.2021 00:15,54123,59011
04.12.2021 00:15 - 04.12.2021 00:30,53510,58023
04.12.2021 00:30 - 04.12.2021 00:45,52785,57275
04.12.2021 00:45 - 04.12.2021 01:00,52192,56646
04.12.2021 01:00 - 04.12.2021 01:15,51484,55805
04.12.2021 01:15 - 04.12.2021 01:30,51148,54914
04.12.2021 01:30 - 04.12.2021 01:45,50697,54458
04.12.2021 01:45 - 04.12.2021 02:00,50403,54062
04.12.2021 02:00 - 04.12.2021 02:15,50094,53354
04.12.2021 02:15 - 04.12.2021 02:30,49906,52940
04.12.2021 02:30 - 04.12.2021 02:45,49748,52705
04.12.2021 02:45 - 04.12.2021 03:00,49734,52478
04.12.2021 03:00 - 04.12.2021 03:15,49734,52394
04.12.2021 03:15 - 04.12.2021 03:30,49710,52236
04.12.2021 03:30 - 04.12.2021 03:45,49556,52124
04.12.2021 03:45 - 04.12.2021 04:00,49570,52014
04.12.2021 04:00 - 04.12.2021 04:15,49778,51783
04.12.2021 04:15 - 04.12.2021 04:30,49824,51832
04.12.2021 04:30 - 04.12.2021 04:45,49752,51808
04.12.2021 04:45 - 04.12.2021 05:00,50007,51769
04.12.2021 05:00 - 04.12.2021 05:15,50351,52042
04.12.2021 05:15 - 04.12.2021 05:30,50324,52021
04.12.2021 05:30 - 04.12.2021 05:45,50505,52160
04.12.2021 05:45 - 04.12.2021 06:00,50618,51937
04.12.2021 06:00 - 04.12.2021 06:15,50770,52378
04.12.2021 06:15 - 04.12.2021 06:30,51231,52758
04.12.2021 06:30 - 04.12.2021 06:45,51855,53142
04.12.2021 06:45 - 04.12.2021 07:00,52531,53699
04.12.2021 07:00 - 04.12.2021 07:15,53668,54462
04.12.2021 07:15 - 04.12.2021 07:30,53883,55260
04.12.2021 07:30 - 04.12.2021 07:45,54418,56282
04.12.2021 07:45 - 04.12.2021 08:00,55207,56875
04.12.2021 08:00 - 04.12.2021 08:15,56493,58029
04.12.2021 08:15 - 04.12.2021 08:30,57351,58890
04.12.2021 08:30 - 04.12.2021 08:45,57982,59829
04.12.2021 08:45 - 04.12.2021 09:00,58884,60462
04.12.2021 09:00 - 04.12.2021 09:15,59714,61085
04.12.2021 09:15 - 04.12.2021 09:30,60290,61769
04.12.2021 09:30 - 04.12.2021 09:45,60959,62281
04.12.2021 09:45 - 04.12.2021 10:00,61254,62527
04.12.2021 10:00 - 04.12.2021 10:15,61533,62987
04.12.2021 10:15 - 04.12.2021 10:30,61958,63647
04.12.2021 10:30 - 04.12.2021 10:45,62110,63990
04.12.2021 10:45 - 04.12.2021 11:00,62387,63967
04.12.2021 11:00 - 04.12.2021 11:15,62526,64428
04.12.2021 11:15 - 04.12.2021 11:30,62821,64737
04.12.2021 11:30 - 04.12.2021 11:45,63016,65038
04.12.2021 11:45 - 04.12.2021 12:00,62931,65171
04.12.2021 12:00 - 04.12.2021 12:15,62715,64821
04.12.2021 12:15 - 04.12.2021 12:30,62657,64794
04.12.2021 12:30 - 04.12.2021 12:45,62338,64686
04.12.2021 12:45 - 04.12.2021 13:00,62061,64226
04.12.2021 13:00 - 04.12.2021 13:15,61655,63807
04.12.2021 13:15 - 04.12.2021 13:30,61324,63228
04.12.2021 13:30 - 04.12.2021 13:45,60907,62842
04.12.2021 13:45 - 04.12.2021 14:00,60387,62392
04.12.2021 14:00 - 04.12.2021 14:15,60067,61990
04.12.2021 14:15 - 04.12.2021 14:30,59685,61762
04.12.2021 14:30 - 04.12.2021 14:45,59522,61467
04.12.2021 14:45 - 04.12.2021 15:00,59346,61328
04.12.2021 15:00 - 04.12.2021 15:15,59179,61561
04.12.2021 15:15 - 04.12.2021 15:30,58899,61646
04.12.2021 15:30 - 04.12.2021 15:45,59090,61928
04.12.2021 15:45 - 04.12.2021 16:00,59159,62168
04.12.2021 16:00 - 04.12.2021 16:15,59629,62714
04.12.2021 16:15 - 04.12.2021 16:30,60359,63156
04.12.2021 16:30 - 04.12.2021 16:45,60961,64030
04.12.2021 16:45 - 04.12.2021 17:00,61800,64560
04.12.2021 17:00 - 04.12.2021 17:15,62590,65641
04.12.2021 17:15 - 04.12.2021 17:30,62589,65843
04.12.2021 17:30 - 04.12.2021 17:45,62878,65860
04.12.2021 17:45 - 04.12.2021 18:00,62934,65792
04.12.2021 18:00 - 04.12.2021 18:15,62907,66056
04.12.2021 18:15 - 04.12.2021 18:30,62960,65892
04.12.2021 18:30 - 04.12.2021 18:45,62640,65694
04.12.2021 18:45 - 04.12.2021 19:00,62267,65200
04.12.2021 19:00 - 04.12.2021 19:15,61577,64877
04.12.2021 19:15 - 04.12.2021 19:30,61074,64296
04.12.2021 19:30 - 04.12.2021 19:45,60632,63386
04.12.2021 19:45 - 04.12.2021 20:00,59901,62735
04.12.2021 20:00 - 04.12.2021 20:15,58572,61782
04.12.2021 20:15 - 04.12.2021 20:30,57778,60734
04.12.2021 20:30 - 04.12.2021 20:45,56849,59689
04.12.2021 20:45 - 04.12.2021 21:00,56150,59232
04.12.2021 21:00 - 04.12.2021 21:15,55501,58546
04.12.2021 21:15 - 04.12.2021 21:30,55152,57883
04.12.2021 21:30 - 04.12.2021 21:45,54675,57084
04.12.2021 21:45 - 04.12.2021 22:00,54383,56860
04.12.2021 22:00 - 04.12.2021 22:15,54638,57373
04.12.2021 22:15 - 04.12.2021 22:30,54168,57140
04.12.2021 22:30 - 04.12.2021 22:45,53390,56354
04.12.2021 22:45 - 04.12.2021 23:00,52724,55827
04.12.2021 23:00 - 04.12.2021 23:15,51623,54892
04.12.2021 23:15 - 04.12.2021 23:30,51153,54090
04.12.2021 23:30 - 04.12.2021 23:45,50732,53087
04.12.2021 23:45 - 05.12.2021 00:00,50104,52197
05.12.2021 00:00 - 05.12.2021 00:15,49537,51727
05.12.2021 00:15 - 05.12.2021 00:30,49007,51023
05.12.2021 00:30 - 05.12.2021 00:45,48335,50642
05.12.2021 00:45 - 05.12.2021 01:00,47921,50272
05.12.2021 01:00 - 05.12.2021 01:15,47325,49807
05.12.2021 01:15 - 05.12.2021 01:30,47065,49242
05.12.2021 01:30 - 05.12.2021 01:45,46803,48939
05.12.2021 01:45 - 05.12.2021 02:00,46426,48675
05.12.2021 02:00 - 05.12.2021 02:15,45973,48396
05.12.2021 02:15 - 05.12.2021 02:30,45832,47920
05.12.2021 02:30 - 05.12.2021 02:45,45613,47590
05.12.2021 02:45 - 05.12.2021 03:00,45832,47266
05.12.2021 03:00 - 05.12.2021 03:15,45699,47247
05.12.2021 03:15 - 05.12.2021 03:30,45530,47321
05.12.2021 03:30 - 05.12.2021 03:45,45577,47336
05.12.2021 03:45 - 05.12.2021 04:00,45535,47362
05.12.2021 04:00 - 05.12.2021 04:15,45893,47527
05.12.2021 04:15 - 05.12.2021 04:30,45834,47687
05.12.2021 04:30 - 05.12.2021 04:45,45577,47799
05.12.2021 04:45 - 05.12.2021 05:00,45808,47801
05.12.2021 05:00 - 05.12.2021 05:15,46083,48054
05.12.2021 05:15 - 05.12.2021 05:30,45719,47887
05.12.2021 05:30 - 05.12.2021 05:45,45751,47966
05.12.2021 05:45 - 05.12.2021 06:00,45673,48032
05.12.2021 06:00 - 05.12.2021 06:15,45844,47711
05.12.2021 06:15 - 05.12.2021 06:30,45898,47714
05.12.2021 06:30 - 05.12.2021 06:45,46096,48121
05.12.2021 06:45 - 05.12.2021 07:00,46716,48289
05.12.2021 07:00 - 05.12.2021 07:15,47665,48745
05.12.2021 07:15 - 05.12.2021 07:30,47851,49445
05.12.2021 07:30 - 05.12.2021 07:45,48478,49954
05.12.2021 07:45 - 05.12.2021 08:00,49149,50839
05.12.2021 08:00 - 05.12.2021 08:15,50260,51877
05.12.2021 08:15 - 05.12.2021 08:30,51144,52641
05.12.2021 08:30 - 05.12.2021 08:45,51978,53580
05.12.2021 08:45 - 05.12.2021 09:00,52768,54283
05.12.2021 09:00 - 05.12.2021 09:15,53806,55257
05.12.2021 09:15 - 05.12.2021 09:30,54387,56048
05.12.2021 09:30 - 05.12.2021 09:45,55063,56570
05.12.2021 09:45 - 05.12.2021 10:00,55498,57146
05.12.2021 10:00 - 05.12.2021 10:15,56168,57852
05.12.2021 10:15 - 05.12.2021 10:30,56654,58134
05.12.2021 10:30 - 05.12.2021 10:45,57054,58785
05.12.2021 10:45 - 05.12.2021 11:00,57651,59361
05.12.2021 11:00 - 05.12.2021 11:15,58257,59920
05.12.2021 11:15 - 05.12.2021 11:30,58850,60908
05.12.2021 11:30 - 05.12.2021 11:45,59077,61182
05.12.2021 11:45 - 05.12.2021 12:00,59216,61568
05.12.2021 12:00 - 05.12.2021 12:15,59197,61408
05.12.2021 12:15 - 05.12.2021 12:30,58887,61136
05.12.2021 12:30 - 05.12.2021 12:45,58538,60706
05.12.2021 12:45 - 05.12.2021 13:00,58166,60265
05.12.2021 13:00 - 05.12.2021 13:15,58031,59684
05.12.2021 13:15 - 05.12.2021 13:30,57641,59102
05.12.2021 13:30 - 05.12.2021 13:45,57052,58764
05.12.2021 13:45 - 05.12.2021 14:00,56676,58377
05.12.2021 14:00 - 05.12.2021 14:15,56408,58308
05.12.2021 14:15 - 05.12.2021 14:30,55997,58192
05.12.2021 14:30 - 05.12.2021 14:45,55866,58196
05.12.2021 14:45 - 05.12.2021 15:00,55943,58221
05.12.2021 15:00 - 05.12.2021 15:15,55880,58340
05.12.2021 15:15 - 05.12.2021 15:30,55582,58268
05.12.2021 15:30 - 05.12.2021 15:45,55770,58166
05.12.2021 15:45 - 05.12.2021 16:00,55800,58444
05.12.2021 16:00 - 05.12.2021 16:15,56245,59178
05.12.2021 16:15 - 05.12.2021 16:30,56779,59791
05.12.2021 16:30 - 05.12.2021 16:45,57939,60794
05.12.2021 16:45 - 05.12.2021 17:00,58626,61833
05.12.2021 17:00 - 05.12.2021 17:15,59856,62749
05.12.2021 17:15 - 05.12.2021 17:30,60254,63143
05.12.2021 17:30 - 05.12.2021 17:45,60429,63397
05.12.2021 17:45 - 05.12.2021 18:00,60522,63759
05.12.2021 18:00 - 05.12.2021 18:15,60733,63694
05.12.2021 18:15 - 05.12.2021 18:30,60756,63557
05.12.2021 18:30 - 05.12.2021 18:45,60635,63204
05.12.2021 18:45 - 05.12.2021 19:00,60709,62920
05.12.2021 19:00 - 05.12.2021 19:15,60138,62877
05.12.2021 19:15 - 05.12.2021 19:30,59792,62340
05.12.2021 19:30 - 05.12.2021 19:45,59464,61922
05.12.2021 19:45 - 05.12.2021 20:00,58805,61345
05.12.2021 20:00 - 05.12.2021 20:15,57914,60400
05.12.2021 20:15 - 05.12.2021 20:30,57004,59655
05.12.2021 20:30 - 05.12.2021 20:45,56482,58944
05.12.2021 20:45 - 05.12.2021 21:00,55975,58322
05.12.2021 21:00 - 05.12.2021 21:15,55705,57993
05.12.2021 21:15 - 05.12.2021 21:30,55465,57641
05.12.2021 21:30 - 05.12.2021 21:45,55031,57403
05.12.2021 21:45 - 05.12.2021 22:00,55102,57291
05.12.2021 22:00 - 05.12.2021 22:15,55738,57616
05.12.2021 22:15 - 05.12.2021 22:30,55177,57371
05.12.2021 22:30 - 05.12.2021 22:45,54620,56544
05.12.2021 22:45 - 05.12.2021 23:00,54059,55778
05.12.2021 23:00 - 05.12.2021 23:15,53245,54625
05.12.2021 23:15 - 05.12.2021 23:30,52532,54155
05.12.2021 23:30 - 05.12.2021 23:45,51812,53647
05.12.2021 23:45 - 06.12.2021 00:00,51334,53050
